0.004787	-0.002817	0.005057	-0.002885	0.006874	-0.000529	0.002769	0.002096	-0.006923	0.001624	0.002769	0.003441	-0.006115	-0.000866	0.001692	0.004586	-0.006384	0.000615	0.00324	-0.000529	-0.001269	0.008018	-0.008201	9.215684E-6	0.009364	-0.001942	0.00472	0.006268	-0.001606	0.00075	-0.005779	-0.000866	0.002836	-0.003288	7.651537E-5	9.215684E-6	0.004047	0.001086	9.215684E-6	0.004182	-0.003221	0.000615	0.001355	-0.001269	0.006066	-0.000462	0.000615	-0.000327	0.003576	0.003711	-0.000193	-0.003692	0.004047	-0.00201	0.002297	0.008018	-0.001	0.002028	-0.003221	0.010037	-0.006721	-0.001	0.005662	0.002163	0.002634	0.006335	0.004451	-0.00275	0.001019	0.006739	0.005057	-0.000933	-0.00376	-0.002952	-0.005846	0.000682	-0.001741	-0.004904	0.004114	0.006537
0.004384	0.001826	0.008422	0.000144	-0.001135	-0.003692	0.002634	0.00048	-0.003221	-0.00699	0.004989	0.006403	-0.005038	0.001153	0.000615	0.0097	-0.008269	-0.000327	0.002432	-0.002279	-0.001875	0.00472	-0.009615	-0.003356	0.004114	0.002567	0.001894	0.001692	-0.001404	0.002701	-0.004904	0.002096	0.001557	-0.000731	-0.003087	0.00075	-0.003221	-0.001942	-0.001606	0.005393	-0.001875	0.001153	-0.003423	0.004787	-0.000596	0.002432	-0.006182	-0.000731	-0.005173	0.005932	-0.008067	0.002836	0.001961	-0.009951	-0.001942	0.008556	0.003105	0.000548	-0.000596	0.004922	-0.006586	-0.001068	-0.00349	-0.000596	0.003913	0.007816	-0.003154	0.002028	-0.005913	0.007345	0.00398	0.005057	-0.002683	-0.002279	0.003711	-0.001942	0.001423	-0.003961	0.000413	0.002163
-0.003827	-0.007663	-0.001269	0.005057	-0.004029	0.008691	0.001423	-0.000395	0.001894	-0.00026	-0.000327	0.00398	-0.001404	0.003038	0.001557	0.002028	-0.005106	0.00048	0.000884	0.001557	-0.000798	0.002096	-0.00026	-0.00201	0.004316	0.003307	0.001759	0.000278	0.005191	0.000548	0.001288	-0.001404	0.004989	0.005662	0.007008	-0.001875	0.00149	-0.009951	0.002903	0.003307	0.000817	0.006403	-0.005577	0.001759	9.215684E-6	0.003172	-0.005846	0.00297	-0.001202	0.006605	-0.005106	0.003845	-0.007192	0.001019	-0.006182	0.006941	0.001961	0.002634	-0.001673	0.005393	-0.00275	0.00075	-0.001875	0.004653	0.001624	0.003576	-0.000664	0.014546	-0.002952	-0.004836	0.007614	0.000817	-0.002481	-0.00376	0.005528	0.00398	0.003711	-0.001606	0.00149	0.000144
-0.000395	0.000817	0.004855	-0.001808	0.003643	0.009768	0.002634	0.001894	0.000413	0.004787	0.000211	0.002701	-0.003625	0.003441	0.012392	-0.005644	-0.001471	-0.007461	0.001894	0.002903	-0.002414	-0.000125	0.00324	0.004316	0.006806	-0.005913	0.006268	0.002499	0.007345	-0.003894	-0.005644	-0.006788	0.000548	0.001557	-0.003356	-0.007932	0.00721	-0.000529	-0.004904	0.003711	0.000211	-0.005711	-0.003625	-0.004634	-0.00026	-0.002279	-0.001	0.009095	0.009297	0.007749	9.215684E-6	0.00398	-0.005779	0.002365	-0.003019	0.000278	0.000615	0.007345	0.00048	0.004249	-0.006115	-5.8084E-5	0.006133	-0.002212	-0.001673	0.005124	0.003038	0.002096	-0.002346	-0.000664	0.005999	0.006268	-0.00625	-0.007528	0.002634	-0.001404	0.003441	-5.8084E-5	-0.004433	-0.000596
-0.000193	0.006066	0.010575	-0.001539	-0.001	-0.001471	0.002701	-0.001673	0.001019	0.00149	0.00149	0.002701	0.002365	0.003643	0.004249	-0.001202	-0.005442	-0.003423	0.007076	0.000548	-0.007528	0.002028	0.009768	0.002096	-0.00026	-0.011903	0.005057	0.000144	0.000682	-0.001269	0.002297	-0.004769	-0.003221	0.00297	-0.007663	-0.002212	0.001355	0.006133	-0.001068	0.00546	0.003307	-0.003827	-0.000327	0.00223	-0.008874	-0.005913	0.001355	0.002701	0.006133	0.000346	-0.000798	0.00048	-0.000125	-0.006452	0.005326	-0.000395	-0.000125	0.008018	0.012325	0.006874	-0.007999	-0.003288	0.000817	-0.007259	0.004114	0.003172	0.001894	-0.008403	-0.001135	-0.000664	0.002365	0.009162	0.003441	-0.003894	0.000211	-0.006452	0.001423	0.004182	-0.0045	-0.005846
-0.007394	-0.000596	0.003172	-0.000664	0.003913	0.000211	0.005393	-0.003221	-0.00201	0.004114	-0.00026	0.003576	0.002499	-0.005644	-0.000193	0.002499	-0.005038	0.004451	0.008152	0.005259	-0.002952	0.006133	0.003576	0.001153	0.001423	0.003711	0.002365	-0.00625	-0.005711	0.002769	0.010777	-0.001135	0.001624	0.000884	0.005326	0.003441	-0.005106	-0.000596	0.007278	0.005999	0.000951	0.006806	0.004249	-5.8084E-5	-0.001	0.003172	0.001086	0.000682	-0.001471	-0.000731	0.00075	-0.004365	-0.002885	-0.002817	-0.000125	-0.00699	-0.003154	0.002769	0.003778	0.008893	-0.004567	-0.004163	0.002365	0.002365	0.00546	0.000951	0.004922	0.003105	7.651537E-5	-0.0045	-0.002548	0.003643	0.006268	0.001288	-0.002144	-0.005038	0.001894	0.002028	0.001423	-0.002144
-0.004971	-0.003288	0.00472	-0.006519	0.008624	0.002499	0.005191	-0.001135	0.001826	-0.001068	-0.007259	0.00324	-0.004433	-0.00275	-0.005038	-0.003558	0.00048	0.000211	-0.00026	0.004182	0.00149	0.002903	-0.005106	-0.004298	0.001692	0.004384	-0.003154	-0.005509	-0.000664	-0.005375	0.000817	0.00573	-0.003625	-0.002144	-0.000798	-0.005375	0.003172	-0.002212	0.003038	0.006874	-0.005577	-0.004163	0.003509	-0.008942	-0.001337	0.004922	-0.002212	0.009835	-0.008807	0.002028	0.003038	-0.003961	-0.005913	0.001423	-0.006519	-0.015201	0.005124	0.001355	-0.006452	0.001894	-0.002885	0.00324	0.000884	0.002634	0.000346	0.00398	0.002163	0.011316	-0.000529	0.004653	-0.000664	0.003778	-0.005307	-0.002414	-0.001	-0.004567	0.007951	-0.000596	-0.000798	-0.003558
0.000951	-0.002414	0.005191	-0.004298	0.006605	0.000346	0.006133	-0.003221	0.004047	0.005326	-0.004904	0.005864	-0.002077	0.005393	-0.005846	-0.000462	0.00324	-0.004634	0.002096	-0.002414	-0.002144	0.003105	0.004182	-0.004433	-0.003558	-0.0045	-0.005106	-0.00026	-0.002952	-0.003087	0.000951	-5.8084E-5	-0.000664	0.003643	0.00149	-0.001135	0.004518	-0.004836	0.003845	0.002365	-0.000798	-0.003692	-0.004298	-0.004971	-0.006855	0.002499	7.651537E-5	0.007883	-0.005509	-0.000327	0.003711	0.001221	-0.005173	-0.001539	-0.001539	-0.007394	0.003845	0.004182	-0.003288	0.002163	0.000615	0.002432	-0.000933	-0.003827	0.001019	-0.002212	-0.004029	-0.004769	-0.001942	0.00398	0.002297	-0.000596	0.002567	-0.00773	0.005662	0.002028	0.002903	0.00573	0.002028	0.001557
0.007883	-0.001135	-0.002414	-0.004702	0.002365	0.000615	0.003643	-0.000731	-0.002279	0.008489	0.001692	0.004653	-0.002346	-0.001135	0.004182	0.005528	0.002096	-0.002212	0.005662	0.000548	-0.000596	0.001624	0.004855	0.000211	0.004451	-0.001741	0.001624	-0.001202	-0.007798	0.000682	0.005932	-5.8084E-5	0.003441	-0.001404	0.007547	0.007278	-0.002548	-0.00524	0.003307	0.002769	-0.003288	0.002028	-0.001673	0.002096	0.006537	0.0097	-0.001606	0.004384	0.001153	0.004586	0.000951	0.001961	-0.004029	-0.003154	-0.002144	-0.001808	-0.000866	-0.003558	-0.000596	-0.002077	-0.001539	-0.000664	0.002297	-0.000193	-5.8084E-5	-0.003356	-0.004231	-0.006855	0.000615	-0.002414	-0.001875	0.001961	0.002365	0.00048	0.004451	0.001153	0.000951	0.005528	0.004316	-0.001135
0.008018	-0.002885	-0.004634	-0.006452	-0.003288	0.001153	0.002432	0.001557	0.000278	0.005932	-0.002481	-0.001942	-0.000462	0.002297	-0.001	0.00546	-0.001404	0.001288	0.006806	0.002028	0.002163	0.000413	-0.003692	0.001557	0.01145	-0.003154	0.006133	0.000211	-0.002212	-0.007057	0.00149	0.010104	-0.001135	-0.00026	0.00546	0.002634	0.004182	-0.006586	0.000884	0.003509	-0.004567	-0.001875	0.003105	-0.001539	0.004653	0.011989	-0.003625	0.010373	0.001759	0.002499	0.006806	0.00048	0.00075	-0.000596	-0.000462	-0.005913	0.006739	-0.007798	0.001894	7.651537E-5	-0.005442	0.007681	0.002028	0.003172	-0.001741	-0.000731	0.004989	0.008489	0.002567	0.000278	0.003172	0.009768	-0.005644	0.00573	-0.005307	0.003711	0.006201	-0.001202	0.000951	-0.003288
