0.007638	0.010721	0.006834	-0.004559	0.000132	0.001339	0.005226	0.001071	-0.006971	0.017154	0.00536	0.007906	-0.004559
-0.003084	-0.000136	0.007638	0.001741	-0.005765	0.000803	-0.00362	0.007504	-0.00027	0.012463	0.00536	0.001071	0.000803
-0.00027	-0.002146	0.006298	0.005762	0.002679	0.002947	0.002009	-0.002146	-0.000136	0.010319	0.004287	-0.001476	0.004153
0.008308	0.00536	0.002813	0.003617	0.000535	0.0004	-0.003218	-0.006971	-0.008982	0.014206	0.003215	0.002009	0.00804
-0.001074	-0.00094	0.003349	-0.000404	-0.003888	0.002009	-0.012466	-0.004827	-0.003218	0.012329	0.002813	-0.001476	0.007772
-0.002414	0.004019	0.009783	0.004823	-0.00295	0.002947	-0.001878	0.002277	0.000669	0.003483	0.004689	0.002813	0.006298
0.002143	0.005628	0.014206	0.006566	-0.002146	0.003751	0.001473	0.011927	-0.000538	0.009515	-0.004559	0.010989	0.010587
0.005762	0.003081	0.012329	0.010185	0.0067	0.002545	-0.001342	0.007906	0.002411	0.010185	-0.004425	0.000266	0.012597
0.004689	0.008978	0.006432	0.001741	0.006566	0.004823	0.000132	0.000669	0.003081	-0.001476	0.002947	-0.010054	0.012463
0.00603	0.003483	0.009649	-0.010054	0.000669	0.009917	-0.000538	0.003885	0.003349	0.002947	0.002009	-0.003486	0.006968
0.014072	0.005896	0.013401	-0.002682	0.0067	0.002813	-0.006033	0.001875	0.002813	0.007504	0.002947	-0.003218	0.003349
0.01769	0.001205	0.00737	-0.005095	-0.001208	0.012731	-0.006301	-0.002816	0.007772	0.005628	0.002545	0.003617	0.002813
0.009917	0.004153	-0.000136	-0.001208	-0.002012	0.014072	0.006566	0.008978	0.003483	0.014072	0.014206	0.005628	0.004958
-0.000538	0.002143	-0.007239	-0.008982	-0.008311	-0.000404	-0.004291	-0.001208	-0.010322	-0.004023	-0.001208	-0.002682	-0.005363
0.023454	0.005494	0.014072	0.010721	-0.003352	0.016886	0.007772	0.003349	0.010185	0.00737	-0.007775	0.012061	0.012195
0.003081	0.010051	-0.006703	0.009246	0.004555	-0.010054	0.00804	0.012999	-0.011126	0.002679	0.013938	-0.019838	0.002009
-0.041149	-0.02922	-0.07211	-0.034447	-0.030292	-0.072914	-0.039273	-0.01957	-0.064604	-0.042087	-0.0189	-0.080688	-0.037396
-0.186036	-0.124784	-0.301168	-0.184427	-0.122237	-0.316581	-0.209357	-0.122773	-0.27597	-0.185232	-0.119021	-0.315509	-0.184964
-0.557836	-0.416702	-0.720013	-0.561321	-0.427827	-0.782337	-0.591478	-0.452086	-0.690258	-0.548186	-0.405041	-0.770676	-0.551403
-1.09771	-0.911542	-1.09771	-1.09771	-0.923605	-1.09771	-1.09771	-0.969845	-1.09771	-1.083101	-0.88353	-1.09771	-1.094628
-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771
-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771
-1.09771	-1.09771	-1.016354	-1.09771	-1.09771	-0.737303	-1.09771	-1.09771	-0.485058	-1.09771	-1.09771	-0.376895	-1.09771
0.56172	-0.123712	1.098109	0.439484	-0.148909	1.098109	1.014876	0.253852	1.098109	0.754857	0.473126	1.098109	0.981905
1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109
1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109
1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109
1.098109	1.098109	1.098109	1.098109	1.098109	1.008175	1.098109	1.098109	0.380779	1.098109	1.009917	0.397264	1.033373
0.398069	0.935262	0.399543	0.222891	0.429432	0.297814	-0.194346	-0.022519	-0.315643	0.487735	-0.234957	-0.338696	-0.281867
0.345931	0.398873	1.09114	-0.134568	0.03297	1.098109	0.329177	-0.19448	0.845328	0.695348	-0.086585	0.781932	0.264038
1.098109	1.098109	1.098109	0.73167	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109
0.642272	0.707679	-0.912882	-0.269403	1.098109	-0.290579	0.493096	1.081758	-0.072378	0.268863	1.098109	0.282534	1.078139
-0.668009	-1.09771	-1.09771	-1.09771	-0.277176	-0.528483	-0.059511	-0.369657	-0.528483	-1.09771	0.314568	-0.12398	-0.257608
-0.043025	-0.757809	-0.428095	-0.041417	0.073313	0.445381	0.876557	0.012195	0.450206	-0.451684	0.469775	0.756064	0.14073
0.217128	0.212168	0.074117	0.640932	0.735021	0.149978	0.507839	0.386542	0.516685	-0.1087	0.612517	0.300629	0.03297
0.13805	0.047981	0.968368	0.574319	0.265915	0.266451	-0.094895	-0.338562	0.752445	-0.188448	-0.440023	0.16633	-0.340975
0.634096	0.623374	1.098109	1.098109	0.477147	0.27141	0.045971	0.036321	0.664923	0.718669	-0.242329	0.322207	0.243129
-0.387215	0.322073	-0.491223	0.371665	-0.247154	-1.09771	-1.09771	-0.286559	-0.947864	0.314032	-0.492161	-1.083235	-0.415094
