0.007906	0.003349	0.00737	0.004555	0.001607	-0.00027	0.008576	-0.010858	-0.000538	0.009783	0.006968	0.014206	0.015546	-0.002146	-0.001342	0.001205	0.001205	0.005628	-0.001476	0.000669	0.002813	0.005226	-0.005497	-0.005229	-0.00161	0.010855	0.003617	0.001607	-0.000538	-0.001744	0.002813	0.004153	-0.009116	0.002277	-0.010858	0.003885	-0.003084	-0.00161	0.008174	-0.00228	-0.014477	-0.004291	-0.00161	-0.001342	0.002009	0.003885	-0.014611	-0.006569	0.003081	0.003215	-0.005497	0.000266	0.004019	-0.006435	0.003081	-0.002682	0.011793	0.002813	0.001741	0.000937	0.002009	0.000266	0.008978	-0.00925	0.004153	0.001473	0.014474	-0.001342	0.000535	-0.006167	-0.000806	-0.008848	-0.009786	-0.00161	0.006834	0.002009	0.003751	0.002143	-0.0126	-0.001744	-0.00228	0.00804	0.006432	0.000937	0.000937	-0.002146	-0.00094	0.002679	0.005226	0.003617	-0.002146	0.002947	0.000266	-0.006703	-0.010054	0.000803	-0.00362	0.003081	0.004421	0.0067
0.002411	-0.004827	0.014474	0.004555	-0.000538	0.001071	0.010587	-0.004961	0.009917	0.003081	0.007102	0.009515	0.006566	0.006566	-0.000404	-0.00362	-0.002012	0.006566	0.002143	0.000669	0.001205	0.001473	-0.012869	-0.004559	-0.002816	0.002679	0.002813	-0.002012	-0.001476	0.00536	0.00536	0.006164	-0.000136	-0.012466	-0.01193	0.005628	-0.017426	-0.007105	0.013669	-0.000672	-0.004023	-0.006167	-1.612236E-6	0.001071	0.004689	0.001205	-0.006703	-0.010858	0.005092	0.007638	0.000132	0.000266	-0.003888	-0.002012	0.001205	0.004019	0.011123	0.003215	-0.00228	0.007504	0.003215	0.000266	0.004958	0.0067	0.0067	0.006968	0.013535	-0.010322	0.002813	-0.006569	-0.002816	-0.012332	-0.00027	-0.003084	0.010721	0.001473	0.008978	0.00603	-0.010456	0.000132	-0.00295	0.002143	0.004019	-0.003084	-0.003352	-0.007373	-0.004693	-0.006167	-0.003486	0.00536	-0.000538	-0.000538	0.0004	-0.011796	-0.002414	0.004019	-0.008043	-0.005631	-0.005631	-0.000538
0.004153	0.001875	-0.001074	0.010587	0.001339	-0.000404	0.004019	0.004958	0.005628	0.000132	0.005628	0.003081	0.000669	0.009649	-0.002682	0.002411	0.000937	0.000937	-0.008043	-0.002548	0.0067	0.002545	-0.00925	0.001741	-0.008982	0.005896	-1.612236E-6	0.002545	-0.000136	0.001473	0.002947	0.006968	0.002009	0.002947	0.002947	-0.003754	-0.002816	-0.013137	0.003751	-0.001476	-0.005229	0.002947	-0.005229	-0.00094	0.00871	0.002009	0.000803	-0.004827	0.000803	0.002143	-0.00295	-0.003352	0.000937	-0.000672	0.001339	0.001071	0.010051	-0.003486	0.012463	0.009783	0.009112	0.002009	0.00871	0.011927	0.004958	0.007504	-0.00027	-0.013137	0.003751	-0.001208	-0.004961	0.003617	0.002009	0.002009	0.003751	-0.000538	0.004153	0.004421	-0.009116	0.000803	0.001607	0.000803	-0.000136	-0.002414	0.002545	-0.004291	0.001741	0.000803	0.001607	0.010319	-0.003352	0.006566	-0.001208	-0.006569	-0.000806	0.002143	-0.005095	-0.003352	-0.009652	-0.007641
0.014206	-1.612236E-6	-0.003888	0.006298	0.00603	0.005628	0.012195	-0.002012	-0.00027	0.005092	-0.004693	0.005494	0.009917	0.001339	0.001875	-0.003352	0.00737	0.001875	-0.007105	-0.000538	0.003215	0.007906	0.007102	0.0067	-0.005363	0.011659	0.009246	0.009246	0.000669	-0.008177	-0.008043	0.012061	-0.005765	0.008978	0.001071	0.005494	0.001071	-0.011796	0.002545	-0.013673	-0.010054	0.002009	-0.005497	0.001607	-1.612236E-6	0.005092	0.002813	0.005762	0.003617	0.001875	0.003483	0.00536	0.003081	-0.001476	-0.002146	-0.007239	0.009917	0.001875	0.00737	0.003215	0.001205	0.005762	0.007504	-0.000136	0.002813	0.010453	-0.006569	-0.013807	0.006968	0.000535	-0.003218	0.000937	0.001741	-0.002012	-0.00027	0.002143	0.004019	0.001607	0.003215	0.002947	0.011391	-1.612236E-6	-0.001744	0.004958	-0.005631	-0.003218	0.001607	-0.000538	0.001741	0.001741	-0.012198	0.004019	-0.003888	-0.009652	-0.01126	-0.000538	0.004153	0.001339	0.001205	0.006432
-0.00027	-0.008043	0.008576	0.006968	-0.001074	0.004287	0.007504	-0.007909	0.004823	-0.005899	-0.00094	0.000937	0.002813	-0.002012	0.004555	-0.007373	0.011659	0.003885	-0.00094	-0.00027	0.001071	-0.002816	0.007772	0.003349	-0.01059	0.004019	0.008844	0.004019	-0.005229	-0.004425	-0.011528	0.009246	-0.005497	-0.002816	-0.001342	0.013401	-0.002146	-0.007641	0.004958	-0.002816	-0.007239	0.001071	-0.004693	0.004823	-0.000538	0.003617	0.009112	-0.003754	-0.005497	0.005226	0.013267	-0.000404	-0.004157	-0.00027	-0.005497	-0.003352	0.002545	0.003885	0.000669	0.002813	-0.004023	0.006566	-0.002414	-0.006703	0.002411	0.002277	-0.00161	-0.012466	0.001339	0.0004	-0.002146	-0.000538	0.006834	0.003483	0.000669	0.007772	-1.612236E-6	0.012329	0.000669	0.001741	0.006164	0.000669	0.004555	-0.001476	-0.005095	0.004019	-0.000404	0.000803	-0.007105	-0.005497	-0.002816	-0.004827	0.005226	-0.006837	-0.01126	-0.002146	-0.006167	0.001071	-0.00161	0.006432
-0.005229	0.001339	-0.00094	0.006968	-0.004425	-0.003218	-0.004425	-0.002682	-0.001074	-0.005363	0.002679	-0.007909	-0.002816	-0.004961	0.006298	0.004555	0.002947	0.009649	-0.003352	-0.002146	0.007906	-0.002816	0.000937	0.005494	-0.001208	0.006298	0.006298	-0.000672	0.002947	-0.000538	-0.004693	0.008576	-0.004023	0.003751	0.001607	0.006566	0.008978	-0.005363	-0.006167	0.007638	-0.004961	0.010051	-0.004157	0.003617	0.006834	0.013938	0.003483	-0.002146	-0.004827	0.009112	0.010453	-0.006971	0.003617	-0.001476	-0.003486	-1.612236E-6	-0.001476	0.004823	0.003483	0.002947	0.002679	0.010721	0.011927	0.002277	0.005092	0.000266	0.000669	-0.006033	0.005896	0.006298	-0.003218	0.001071	0.002009	0.012597	-0.005765	0.001205	-0.000806	0.004958	-0.004425	0.001205	0.0004	0.003483	-0.001476	0.0004	0.007504	0.009381	-0.001744	0.002679	0.001473	0.000669	0.007236	-0.001744	-0.004961	0.001473	-0.005229	0.004153	0.002679	0.003617	-0.002146	-0.003084
0.0004	0.00536	-0.001744	0.001875	0.004958	0.003751	0.003617	0.002277	-0.003486	0.009246	0.004823	0.00603	0.010453	-0.004291	0.009649	0.002947	0.001875	0.013267	0.000669	0.000669	0.005494	0.005092	0.009381	0.0067	0.012463	0.001607	0.010319	0.004153	0.003885	0.002143	-0.006703	0.018092	-0.001744	-0.00295	0.004555	0.01501	0.005092	0.0004	-0.000136	0.007504	0.004958	0.007772	0.001205	0.002411	0.002679	0.018361	0.001875	0.012329	0.007906	0.012195	0.002277	-0.000404	0.016752	-0.004291	-0.000672	-0.004827	0.007102	0.013535	0.009783	0.004019	0.007772	0.007102	0.009112	0.010319	0.004287	-0.000404	0.004555	-0.003084	0.006834	0.006432	0.009381	-0.00094	0.003081	0.00737	0.001071	-0.000672	0.009515	-0.003754	0.007236	0.004287	0.005092	0.002947	-0.00094	0.006968	0.010185	0.004287	-0.000806	-0.006569	0.007772	0.001741	0.007504	0.00804	-0.005631	0.011257	-0.005363	0.005494	0.010989	0.00536	0.000669	0.006432
-0.002146	0.002545	0.011257	0.001741	0.006164	0.002545	0.009112	0.009112	0.005762	0.009783	0.009917	0.010855	0.005494	0.004823	0.009649	-0.004693	0.011659	0.00603	0.00804	0.002411	0.004689	0.005092	0.008844	0.001205	0.002947	0.000535	0.005896	0.005092	0.004019	0.007638	-0.004827	0.004823	0.003215	-0.00362	-1.612236E-6	0.017556	0.006968	0.009917	0.004287	0.005896	-0.000136	0.004019	-0.004559	0.001205	0.004689	0.004287	0.006432	0.009917	0.003483	0.006968	0.002143	-0.002146	0.013669	0.000937	-0.001744	-0.000136	0.000535	0.012865	0.007102	0.004153	0.007102	0.0067	-0.006301	0.004287	0.004153	0.001741	0.007772	0.003215	0.005628	0.003349	0.008576	0.004421	0.010855	0.005494	0.009917	0.006164	0.008576	0.012999	0.001607	-0.004961	0.010185	0.006834	0.009246	-0.000136	0.007638	0.00603	0.007236	0.003483	0.002411	-0.004827	0.006298	0.013535	0.008576	0.013535	0.002009	0.003081	0.007102	0.013401	-0.003084	0.012731
-0.00362	-0.000404	0.011793	0.002009	-0.003352	0.003081	0.012463	0.006566	0.001875	0.003751	0.007504	0.001473	0.001205	0.008844	0.008576	-0.003754	0.002813	0.004689	0.007102	0.001339	0.004823	0.011123	-0.000136	0.00536	0.004689	0.012061	0.001875	0.008576	0.00871	-0.002012	0.000535	-0.005899	-0.009384	0.004287	-0.011126	0.004958	0.002813	0.004958	0.004823	-0.00228	-0.006971	0.003081	-0.005095	0.004555	0.002813	0.005494	-0.005363	0.0067	0.000266	0.007772	0.006164	-0.004961	0.012061	0.008308	0.001473	0.005494	-0.011528	0.00536	-0.004023	0.001741	0.0004	0.010185	0.005226	-0.00094	0.006968	0.008844	0.004689	0.011659	0.005494	0.006298	0.000937	0.006298	0.006164	0.002277	-0.000538	0.00804	0.001473	0.006968	-0.00094	0.002679	0.005494	0.006834	0.006968	0.000803	0.002009	0.010051	0.016082	0.013267	-0.006971	-0.006033	-0.001208	0.006298	0.000803	0.00737	0.009917	0.008576	0.009515	0.008978	-0.008714	0.011659
0.003885	-0.005899	0.008576	0.001205	-0.003084	0.002143	0.00536	0.001741	0.000132	0.010453	0.004019	0.001473	0.010185	0.003483	0.009783	-0.003352	-0.006033	0.006432	0.007102	-0.001074	0.001205	0.013267	0.001473	0.002813	0.006298	0.004823	0.001741	-0.001074	-0.00295	-0.001744	-0.000404	0.001741	-0.013003	-0.00161	-0.005229	0.003617	-0.007239	0.004287	0.013267	-0.002414	-0.004559	-0.000136	0.001339	0.002947	-0.00295	0.005762	-0.006837	0.011257	-0.000672	0.004019	0.003349	0.0004	0.010721	0.006566	0.001339	0.000937	-1.612236E-6	0.005092	0.004287	0.005896	-0.000672	-0.004425	0.00871	0.0004	-0.002012	0.004689	-0.004291	0.002411	0.009515	0.003349	0.001071	0.008576	0.004287	0.003483	0.001339	0.002813	0.00603	0.001205	0.003215	0.010587	-0.003084	-0.00161	0.005226	0.001071	0.002009	0.006298	0.012195	0.003617	-0.008043	0.001875	-0.000806	0.004689	0.000937	0.001473	0.0004	0.003081	0.000937	-0.005229	-0.011662	0.001741
