-0.006569	-0.007909	0.003215	0.004823	0.005092	0.006164	-0.009384	-0.004291	-0.00295	0.005226	0.009381	-0.002146	-0.007239	-0.002816	-0.008446	-0.00161	-0.00228	0.006298	0.013804	0.004689
-0.002012	-0.00858	0.001339	0.002813	0.006432	-0.001074	0.000266	-0.009384	-0.010456	0.002813	0.001071	-0.006435	-0.00362	0.003483	-0.010992	0.002411	0.002947	0.002143	0.010721	-0.001342
0.000669	-0.010054	-1.612236E-6	0.003215	-0.00027	0.007906	0.015814	-0.008446	-0.000538	0.004019	0.001875	-0.006569	0.001473	-1.612236E-6	-0.00362	0.000937	0.008576	0.004153	0.006968	0.001875
0.000937	-0.009652	0.00536	0.001205	-0.003754	0.014474	0.000669	0.004153	0.004958	0.002009	0.005226	0.001875	0.000266	-0.003754	-0.009518	0.001205	0.0067	0.006566	0.009515	-0.006703
0.000535	0.003885	0.001875	0.008978	-0.003084	-0.00027	0.003215	0.011257	0.005494	0.00737	0.001339	0.003081	0.000937	-0.003084	-0.015147	-0.00094	0.005896	-0.004961	0.001071	-0.00925
-0.001074	0.001741	0.001473	0.00871	0.000266	-0.004425	0.012463	0.004958	0.009515	0.009649	0.001875	0.002545	0.003483	0.002545	-0.00295	0.005226	0.008978	-0.00228	0.004823	0.000132
-0.001342	-0.002146	0.005092	0.001071	0.003885	-0.004693	0.004689	0.008442	0.000669	0.001875	0.006968	0.011257	0.002947	0.008308	0.004287	0.014206	0.011391	0.007504	0.011525	-0.001208
0.002009	0.009917	0.004823	0.004823	0.003617	-0.00362	0.014072	0.003751	0.005092	-0.005899	0.010185	0.007906	0.001071	-0.000672	0.003751	0.008844	0.006834	0.00804	0.002679	0.006298
0.008844	0.006968	0.000266	-0.001744	0.003617	0.009917	0.016082	-0.006703	0.008442	-0.004023	0.001473	-0.005497	0.005226	-0.000404	0.004958	0.009381	-0.003352	0.00804	-0.001074	0.013267
0.001071	0.000937	-0.000136	-0.00228	-0.001476	0.004958	0.002545	-0.00362	0.002947	-0.004157	0.001071	-0.00161	0.011257	0.009381	0.000535	0.003617	0.003885	0.010587	0.003617	0.002813
0.004823	0.007102	0.011659	0.010051	0.002009	-0.00858	0.005226	-0.00295	0.004958	-0.007909	0.003617	0.006968	0.012999	0.005092	-0.004291	0.000937	0.006834	0.009649	0.001473	0.00603
0.007102	0.002143	0.01568	0.002277	0.006432	0.00536	0.005762	0.003751	0.004421	-0.003754	0.004287	0.005092	0.009515	0.013535	0.007102	0.004689	0.004823	-0.001208	0.004689	0.003885
0.003751	0.007638	0.001741	0.012329	0.012061	-0.002816	0.011123	0.013938	0.010185	0.012061	0.004421	0.014608	0.012329	0.015546	0.011793	0.005896	0.004287	0.001875	0.010319	-0.003218
-0.000806	0.000535	-0.00027	0.004019	0.002277	-0.012869	-0.001476	-1.612236E-6	0.005092	-0.002548	-0.002414	0.009649	0.002143	0.004958	-0.004961	-0.00027	0.007638	0.001071	-0.005229	-0.002682
0.008174	0.006298	0.014072	0.00871	0.012463	0.014474	0.013133	0.012195	0.001607	0.007504	0.010587	0.014474	0.013669	0.015546	0.00536	0.010051	0.011927	0.004689	0.015144	0.00603
0.014608	-0.00161	-0.021446	0.020103	-0.005497	-0.006033	0.018092	-0.001208	0.013267	0.009515	-0.00228	0.022381	0.001473	-0.016219	0.00737	0.004958	-0.021581	-0.002682	0.002277	0.016484
-0.018498	-0.038334	-0.07211	-0.019972	-0.048119	-0.075193	-0.025735	-0.054016	-0.014879	-0.031767	-0.052542	-0.015951	-0.031767	-0.068089	-0.024663	-0.040211	-0.080152	-0.03485	-0.067419	-0.007775
-0.105618	-0.181077	-0.285486	-0.116474	-0.199707	-0.310818	-0.138455	-0.237503	-0.093019	-0.168612	-0.2497	-0.114866	-0.176118	-0.295271	-0.114464	-0.229462	-0.32784	-0.183891	-0.316313	-0.105215
-0.399948	-0.541752	-0.710363	-0.403701	-0.559042	-0.739715	-0.441096	-0.599788	-0.343387	-0.515348	-0.633697	-0.401959	-0.534113	-0.735426	-0.397268	-0.60984	-0.762634	-0.575394	-0.810215	-0.453426
-0.895593	-1.08042	-1.09771	-0.872137	-1.09771	-1.09771	-0.90149	-1.09771	-0.766253	-1.040881	-1.09771	-0.866642	-1.04383	-1.09771	-0.84131	-1.09771	-1.09771	-1.09771	-1.09771	-1.031499
-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771
-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771
-1.09771	-1.09771	-0.979764	-1.09771	-1.09771	-0.75218	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-0.661978	-1.09771	-1.09771	-0.312828	-1.09771	-0.833	-1.09771
-0.567486	0.410533	1.098109	-0.354914	0.522181	1.098109	-0.16191	0.662108	-0.55663	0.413482	0.884197	-0.202253	0.636241	1.098109	0.072107	1.087923	1.098109	0.832059	1.098109	-0.264712
1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109
1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109
1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109
1.098109	1.098109	0.95148	1.098109	1.098109	0.877629	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	0.639323	1.098109	1.045167	0.651788	1.098109	0.972657	1.098109
0.772818	0.188445	-0.418042	0.513201	0.386542	-0.014343	0.642674	0.541347	1.010721	0.650582	0.632756	0.733413	0.138184	-0.241256	0.763033	-0.131887	-0.366307	-0.003084	-0.24769	0.88031
0.210828	0.249831	0.468971	-0.153198	0.825089	0.885537	0.222757	1.063395	0.403296	0.349818	0.913415	0.128534	-0.105081	0.771745	0.774828	0.382789	0.546172	0.320599	0.409059	-0.28495
1.098109	1.098109	1.098109	1.080953	1.098109	1.098109	1.098109	1.098109	1.098109	0.974265	1.098109	1.091006	0.923736	1.098109	1.098109	1.098109	0.981235	1.098109	1.098109	0.751239
1.098109	0.594021	0.215787	1.098109	0.372603	-0.332531	0.509984	0.0067	0.734753	0.049456	-0.359605	0.867309	0.446588	0.037661	0.548987	0.887145	-0.324623	0.803644	-0.061388	1.094624
-0.002012	-0.564672	0.074787	0.208684	-0.697362	-0.38172	-1.081895	-1.028149	-0.984321	-1.09771	-1.012601	-0.866508	-0.701249	-0.762634	-1.006302	-0.158828	-0.160168	-0.182417	-0.652998	-0.653668
-0.54135	0.343652	1.020238	0.719473	0.142205	0.498189	-0.645492	-0.343521	-0.770676	-0.087792	-0.17089	-0.615737	0.179197	0.108027	-0.618016	0.288968	1.007639	1.057096	0.906848	-0.369255
-0.199171	0.5644	0.410265	1.098109	0.493096	0.055621	-0.050933	-0.166199	0.003215	0.572576	-0.056965	0.421256	0.915426	0.32529	0.075055	-0.065945	0.556224	1.098109	1.098109	1.098109
-0.227719	0.300092	0.094356	0.375149	0.301835	0.101727	0.002411	-0.038066	-0.028416	0.584505	0.467496	0.241387	0.734485	0.760219	0.043692	-0.439085	0.539069	0.565338	0.862618	1.098109
0.374747	0.513067	-0.069429	-0.123041	0.287896	0.240717	0.831657	0.354241	0.893579	1.098109	1.092212	0.581422	0.969172	1.098109	0.683285	0.327435	0.595629	0.337889	0.605816	1.077737
0.035248	-0.774697	-1.09771	-1.09771	-0.953494	-0.979496	0.619353	-0.453962	0.931107	0.32596	-0.049861	0.354643	-0.009384	-0.195284	0.57405	0.001473	-0.903366	-0.889695	-1.09771	0.645891
-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-0.523792	-1.09771	-0.578209	-1.09771	-1.030829	-1.006838	-1.09771	-1.09771	-0.466695	-0.703259	-1.09771	-1.09771	-1.09771	-1.09771
-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-0.623779	-0.853239	-0.739313	-1.001879	-1.09771	-0.892778	-1.09771	-1.09771	-1.09771	-0.626192	-0.657957	-1.09771	-1.09771	-1.09771	-1.09771
-1.09771	-1.09771	-0.513606	-1.09771	-0.890901	0.034578	-0.759954	-0.339769	-0.655544	-1.09771	-0.739581	-0.936472	-1.09771	-1.08538	-0.399814	-0.754593	-1.005631	-1.09771	-0.936606	-1.09771
-0.68999	-0.017694	0.410533	-0.310684	-0.170622	0.313361	-0.572445	-0.140465	-0.701249	-1.09771	-0.656616	-0.65675	-1.000538	-0.681144	-0.399412	-0.835815	-0.71559	-0.736633	-0.184159	-1.054419
0.238036	0.546842	0.851091	0.488271	0.430504	0.339765	-0.208285	0.073715	-0.650317	-0.798018	-0.511327	-0.281733	-0.334675	-0.353038	-0.425146	-0.623645	-0.132692	-0.082832	0.241789	-0.490285
0.750568	0.812088	1.098109	1.098109	0.852834	0.323012	0.128936	0.232005	-0.183757	-0.268598	-0.318726	0.167804	0.279184	-0.215656	-0.518297	-0.298085	0.294865	0.572174	0.396862	-0.059645
1.098109	0.980431	1.098109	1.098109	1.013938	0.341508	0.198095	0.320331	0.240717	0.232273	0.08752	0.276369	0.571504	0.143411	-0.382658	0.230665	0.525129	1.050797	0.55542	0.257873
1.098109	0.959656	0.892105	1.098109	0.899744	0.285215	0.179599	0.333064	0.42139	0.699771	0.546172	0.380243	0.776302	0.488271	0.102264	0.804181	0.829378	1.098109	0.891032	0.641066
1.078407	0.721484	0.444309	1.098109	0.56239	-0.025333	0.249161	0.340167	0.411338	1.007639	0.773488	0.770539	0.901755	0.629405	0.45664	0.917168	0.904301	1.098109	1.067282	1.009113
0.53612	0.247821	-0.168478	0.541347	0.065405	-0.506502	0.050796	0.30733	0.231737	0.961934	0.611311	0.852432	0.647901	0.489611	0.527274	0.5644	0.454763	1.098109	0.730062	1.059777
-0.063934	-0.248896	-0.677525	-0.36443	-0.387617	-0.571909	-0.244741	0.053074	-0.064202	0.4746	0.295803	0.393512	0.09449	0.26243	0.46495	0.143679	-0.015683	0.31698	0.175042	0.694276
-0.566414	-0.516019	-0.847476	-0.935668	-0.571641	-0.349419	-0.185634	-0.176788	-0.22075	0.091139	0.250099	0.059106	-0.147837	0.294597	0.410265	-0.058707	-0.187242	-0.358801	-0.029354	0.307464
-0.863961	-0.67069	-0.93674	-1.09771	-0.592282	-0.395793	-0.069697	-0.332129	-0.112721	-0.096101	-0.074522	-0.070368	-0.233617	0.053611	0.266317	-0.419651	-0.600458	-0.722827	-0.267124	0.0772
-1.004425	-0.898809	-0.976145	-1.09771	-0.749097	-0.55663	-0.20279	-0.737303	-0.254123	-0.622841	-0.854981	-0.598849	-0.696691	-0.630883	-0.202387	-0.949071	-1.09771	-1.09771	-0.74119	-0.48613
-1.039943	-1.077472	-0.981908	-1.09771	-1.003487	-0.660905	-0.555021	-1.09771	-0.564404	-1.09771	-1.09771	-1.097442	-1.065677	-1.09771	-0.721621	-1.09771	-1.09771	-1.09771	-1.09771	-1.089937
