-0.006033	0.003349	-0.00858	0.004153	0.005762	0.00603	0.013535	-0.00362	-0.00027	-0.002816
-0.003754	0.000669	-0.009518	0.010319	0.010587	0.002813	0.001473	-0.007105	0.004153	0.003483
0.002813	0.003885	-0.005095	0.007102	0.010185	0.002679	-0.007373	0.000669	0.002679	0.002679
0.005494	0.002947	-0.007641	0.004689	0.000669	0.003081	-0.004827	0.006298	0.000937	0.000535
0.000669	-0.001878	-0.004827	0.003215	-0.005229	-0.008043	-0.004559	-0.005899	-0.003754	0.004287
0.003885	-0.000538	-0.007105	0.00603	0.006834	-0.001476	0.000535	-0.001074	0.002009	0.003215
0.005762	0.001607	-0.00925	0.007236	0.013804	0.004823	0.010989	0.004287	0.004958	0.004689
-0.004291	0.007504	0.004958	0.007638	0.000937	-0.001074	0.00871	0.0004	-0.003218	0.011927
-0.007507	0.003081	0.00804	0.004019	0.00603	-0.00094	-0.000538	0.000535	0.003081	0.002947
-0.006837	-0.002012	-0.00228	-0.002414	0.019567	-0.005095	-0.010456	-0.00161	0.004958	-0.005631
-0.004961	-0.003084	0.004019	-0.000672	0.01702	-0.005229	-0.00992	0.002009	-0.004827	0.003215
-0.000136	0.000535	0.013938	0.004958	0.020907	0.002009	-0.000136	0.00871	0.006298	0.004019
0.015546	0.004689	0.009783	0.01501	0.007504	0.009783	0.005896	0.013267	0.009515	0.009381
0.008576	-0.002414	-0.01059	-0.004559	-0.003084	-0.002012	-0.005899	-0.000806	-0.007641	0.002143
0.001473	0.013669	0.006298	-0.005229	0.022113	0.013804	0.007906	-0.00027	0.010453	0.013535
0.001741	-0.00925	0.003751	0.00603	-0.005363	0.003885	0.004421	0.010587	-0.004425	0.005092
-0.025735	-0.074657	-0.040613	-0.032973	-0.09141	-0.051737	-0.035788	-0.021715	-0.064604	-0.039004
-0.111783	-0.313097	-0.225307	-0.153868	-0.365502	-0.249566	-0.17089	-0.091812	-0.29393	-0.18684
-0.40732	-0.750572	-0.614397	-0.482377	-0.848682	-0.666401	-0.547784	-0.362018	-0.726044	-0.548454
-0.899345	-1.09771	-1.09771	-1.029087	-1.09771	-1.09771	-1.09771	-0.827103	-1.09771	-1.077472
-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771
-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771
-1.09771	-0.832464	-1.09771	-1.09771	-0.541484	-1.09771	-1.09771	-1.09771	-0.854043	-1.057769
-0.283476	1.098109	0.724433	-0.32717	1.098109	1.098109	0.710895	0.070096	1.098109	0.996782
1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109
1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109
1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109
1.098109	1.098109	1.098109	1.098109	0.603805	1.098109	1.098109	1.098109	1.098109	1.002278
0.917168	0.386408	0.415761	0.913951	-0.23804	-0.179468	0.045703	-0.010992	0.685698	-0.085915
0.048919	1.091006	0.509984	-0.197428	0.952284	0.547244	0.144617	-0.190861	1.098109	0.466424
0.981235	1.098109	0.985122	0.491086	1.098109	1.098109	1.094758	1.098109	1.098109	1.098109
0.998525	-0.65541	-0.693877	0.253048	0.276637	0.744805	0.336013	1.098109	-0.580219	1.098109
-0.501945	-1.09771	-1.09771	-1.045036	0.25345	0.173032	-0.473799	-0.399948	-1.09771	-0.045706
-0.217265	-0.095833	-0.466561	-0.186706	0.796005	0.609434	0.312289	-0.446859	-0.558104	0.454629
0.518964	0.072107	0.311619	0.847875	-0.060181	-0.086451	0.132152	0.279184	-0.139929	0.028681
0.247687	0.463341	0.946521	0.542017	-0.124516	-0.555423	-0.398474	0.200106	0.484384	-0.714652
0.632086	0.592413	1.098109	0.854978	-0.255598	-0.429837	0.047445	0.579278	1.060983	-0.174107
0.048785	-1.021983	0.275297	0.3529	-1.09771	-1.09771	-0.782203	0.222221	-0.176922	-0.972928
-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771
-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09704	-1.09771	-1.09771	-1.09771
-1.09771	-0.82335	-1.002817	-1.089803	-0.619892	-0.519771	0.005896	-0.916903	-1.09771	-0.656214
-1.056831	0.049188	-0.411475	-0.550866	0.006298	0.307196	0.608764	-0.416702	-0.612252	0.359602
-0.067553	0.662242	0.149844	-0.127733	0.376624	0.842647	0.795469	0.11379	0.04329	1.045167
0.636911	1.098109	0.542687	0.269667	0.531161	1.098109	0.782468	0.522315	0.288164	1.098109
1.075458	1.098109	0.789839	0.539605	0.837956	1.098109	0.600991	0.591877	0.533439	1.098109
1.098109	1.098109	0.710761	0.74829	1.09114	1.069963	0.443103	0.746682	0.941964	0.968904
1.098109	0.526336	0.30666	0.712504	0.680605	0.781529	0.358798	0.865298	0.986998	0.696286
0.752981	-0.054686	-0.202656	0.262698	-0.034313	0.10481	-0.101597	0.512799	0.670686	0.209086
0.177187	-0.449942	-0.347274	-0.08109	-0.25935	-0.464283	-0.56561	-0.02855	0.374881	-0.585714
-0.12331	-0.668143	-0.211904	-0.090606	-0.195284	-0.549928	-0.420991	-0.303714	0.122234	-0.886747
