-0.003888	-0.006703	-0.001476	0.000266	0.001473	-0.010188	0.0004	-0.003486	-0.003218	-0.004425	0.003617	0.00536	-0.000538	-0.007105	0.005628	-0.003352	-0.003218	-0.000538	0.001473	0.001741	0.000937	0.005762	-0.002682	0.003215	-0.002414	-0.000538	0.013535	-0.005631	-0.000672	-0.010054	-0.009116	0.006432	0.00871	0.013401	-0.001208	-0.013003	0.000669	0.006566	-0.002146	-0.015415	0.001205	0.001473	0.006566	0.005226	0.001473	-0.005631	0.004019	-0.001074	-0.002682	-0.00295	-0.000672	0.006164	-0.00094	0.0004	-0.003888	-0.009116	0.001607	-0.000806	0.000266	-0.003754	0.00603	0.007102	0.001875	-0.002146	0.001071	-0.000538	0.002679	0.000937	0.005896	0.00603	0.001473	-0.00295	-0.00027	-0.006569	0.002009
-0.004693	-0.002548	-0.007641	0.005226	0.00536	0.006432	0.000132	0.001071	0.005494	-0.000136	0.004421	0.013938	-0.006971	0.002545	0.000669	0.001339	-0.006971	0.000937	0.005092	-0.008982	-0.003888	-0.001208	0.001875	-0.007239	-0.00094	-0.001878	0.003483	-0.003754	0.002679	-0.012064	-0.009116	0.001607	-0.004827	0.000266	-0.004291	-0.001074	-0.005631	0.001205	-0.011394	-0.007641	-0.000404	0.006566	-0.000672	-0.003352	0.010855	-0.008311	0.002947	-0.001744	0.006432	-0.006301	-0.000806	-0.007373	-0.006301	0.000132	0.001607	-0.006837	-0.00925	-0.006971	0.001875	-0.002816	0.002813	0.003751	0.001071	0.005762	0.012463	-0.000806	0.001741	0.000266	-0.003218	0.00737	0.001473	-0.004693	-0.00161	-0.005631	-0.006435
-0.000404	-0.000672	-0.012466	-0.00094	0.005628	0.002947	0.000803	0.002947	0.0004	0.006834	-0.001476	0.005896	-0.004559	0.004019	-0.00992	0.003751	-0.000404	0.0067	0.003215	0.002411	-0.008177	0.000669	-0.004291	-0.002414	0.006164	0.002411	-0.005765	0.010185	0.002009	-0.010858	0.005896	0.002679	-0.002682	0.00603	-1.612236E-6	-0.000538	-0.011662	0.000266	-0.012332	-0.000136	0.001473	0.002143	-0.003754	-0.005765	0.011123	-0.004425	0.006834	0.012999	-1.612236E-6	-0.001476	0.002143	-0.007373	-0.00228	-0.005497	-0.003486	-0.009518	-0.00295	-0.005363	0.001607	-0.000672	0.010721	0.005494	0.002813	-0.002012	0.003081	0.001607	0.002411	-0.004693	-0.001208	-0.001208	-0.003218	-0.005095	-0.00362	-0.000404	-0.004961
-0.000672	-0.005497	-0.007507	0.002813	0.002009	-0.00228	-0.002816	-0.004291	-0.005631	-0.002682	-0.000404	0.0067	-0.004157	0.003081	-0.004827	-0.000672	0.001339	0.004689	0.001741	0.005494	-0.005497	0.00603	0.000937	0.001071	-0.00228	0.000937	-0.001878	0.001473	-0.000136	-0.003754	0.008174	0.003215	0.006834	-0.005631	0.002679	-0.00925	-0.008446	-0.001476	-0.007641	-0.005765	-0.00027	-0.006703	-0.000538	0.000937	0.003483	0.000535	0.006298	0.013669	-0.006435	-0.00094	-0.00027	0.00536	-0.000672	-0.003754	0.003215	-0.003218	0.003349	-0.004827	-0.001744	0.00536	-0.000672	0.006834	0.005762	-0.00228	-0.003486	0.000803	0.002813	-0.007507	0.000132	-0.00027	-0.009116	-0.000136	0.004287	0.005226	-0.002816
-0.006301	-0.001744	0.002813	0.002411	0.002679	0.002009	-0.002146	-0.002682	-1.612236E-6	-0.003486	-0.005497	0.006164	-0.005363	0.003617	-0.004425	-0.007641	0.0004	-0.003218	0.003751	0.002679	-0.006033	0.005762	0.003349	-0.008177	-0.004023	-0.006971	-0.007105	-0.00228	0.002813	-0.000672	-0.000136	-0.002548	-0.004693	-0.003218	-0.00161	0.002813	-0.007239	0.002947	-0.00094	0.000535	-0.006435	-0.000404	-0.000538	-0.000136	0.004421	0.001607	0.007638	0.006298	-0.006435	0.001607	-0.003888	0.003215	-0.006301	-0.005765	0.003617	0.001741	0.001875	-0.007105	0.003349	0.007906	-0.000672	-0.002012	-0.001476	0.005762	0.000937	0.005762	-0.001744	-0.00295	-0.010992	0.002947	-0.005363	0.012731	0.002277	-0.000672	-0.004693
0.002009	0.005494	0.000937	0.006298	0.010989	0.002545	-0.006837	-0.000806	-0.003084	0.008442	-0.008043	-0.003352	-0.005765	0.001607	-0.002682	-0.003218	0.004019	0.000535	0.006164	0.002947	-0.006703	0.002813	-0.003352	0.006432	0.002411	0.001875	0.005628	0.003215	0.000937	0.00536	-0.003084	-0.000136	0.003617	0.012731	-0.007775	0.00804	-0.006033	-0.001342	0.005494	0.001875	0.001875	0.002679	0.001071	-0.001744	0.009381	-0.001744	0.005762	0.00804	0.005226	0.00737	-0.003486	0.002813	0.003349	-0.001342	0.00603	0.002545	0.009381	-0.002816	0.007906	0.007772	0.013535	-0.007373	-0.002682	-0.002548	0.010587	0.010721	-1.612236E-6	0.000803	-0.00094	-0.003888	0.003215	0.011123	-0.002012	0.000803	0.011257
0.013267	0.008308	-0.00094	0.011257	0.014742	0.007102	-0.000672	-0.000806	0.000669	0.011659	-0.002548	0.003081	0.002947	0.007504	0.004823	0.001607	0.007906	0.00737	0.002143	0.007504	0.002947	0.002277	0.002411	0.013267	0.004019	0.003483	0.016082	-0.00228	0.003081	0.011793	-0.010456	0.006968	0.002947	0.006834	0.004019	0.009381	0.003215	0.004689	0.012597	-0.002012	0.00737	0.005226	0.005494	0.005628	0.004823	0.004153	0.005226	0.005092	0.012865	0.010185	0.000669	0.013804	0.008844	0.005494	0.01568	0.003081	0.007504	0.004689	0.001741	0.006164	0.010185	-0.002414	0.002813	-0.006837	0.011257	0.005896	0.002143	-0.00027	0.009112	0.001071	0.009515	0.007638	0.003751	-0.000136	0.00804
0.006834	0.017154	0.010319	0.010721	0.011257	0.008442	0.009917	-0.000136	0.008844	0.005896	0.002277	0.014474	0.008978	0.011525	-0.001342	0.002679	0.008308	0.003215	0.005226	0.009649	-0.007105	0.001607	0.008174	0.004823	0.013401	-0.001342	-0.004559	0.006164	0.011659	-1.612236E-6	0.002143	0.007772	-0.003888	0.010855	0.006968	0.005494	0.005226	0.01568	0.016484	0.002009	0.012195	0.00603	0.004958	0.004421	0.002009	0.004555	0.00603	0.006164	0.005226	0.007638	0.005762	0.013267	-0.000136	0.005762	0.005226	0.011793	0.003885	0.00804	0.003215	0.002947	0.00737	0.004153	-0.000672	0.003215	0.007638	0.007236	0.000535	-0.000806	0.008576	0.008844	0.010319	0.008442	0.004958	-0.005497	0.007504
0.007236	0.016886	0.013804	0.012195	0.009381	0.006968	0.008576	-0.005765	0.008978	0.007772	0.0004	0.013133	-0.001476	0.00536	-0.001342	0.006566	0.002009	0.003483	0.010319	0.000937	-0.016219	0.00536	0.012195	0.002277	0.012329	0.003349	-0.003486	0.001339	0.003081	0.001071	0.00737	0.003483	0.009917	0.011525	0.002009	0.00536	0.002143	0.005628	0.009783	0.002947	0.012329	0.000669	-0.001074	-0.001878	0.000266	0.001205	0.008442	0.004555	0.006298	0.00871	0.004019	0.007772	0.001607	-0.000538	-0.001342	0.012463	0.001205	0.001339	0.006834	0.002813	0.007102	0.002545	0.002545	0.00603	0.011659	0.003751	0.007236	-0.00228	0.00536	0.0067	0.010721	-0.002682	0.010453	0.004287	0.014072
0.010855	0.006298	0.002411	0.014474	0.006968	0.00536	0.007504	-0.003352	0.00536	0.005762	-0.001878	0.005628	-0.000806	0.006164	0.002143	0.0004	-0.00362	0.002277	-0.000672	-0.00094	-0.002682	0.005762	0.011927	0.002143	0.004153	0.003349	0.000535	-0.007105	0.001071	0.004287	-1.612236E-6	0.005762	0.005494	0.003349	0.013938	0.007504	0.005092	-0.003754	-0.001342	0.000266	0.001875	-0.002682	0.002277	-0.002012	-0.003486	-0.002816	0.006968	0.002545	0.005762	0.004689	0.010453	0.008442	0.006298	-0.008177	0.005092	-0.002682	-0.00362	0.00603	0.001205	0.002947	-0.001208	-1.612236E-6	0.0004	0.002947	0.004689	-0.002682	0.007102	0.000535	0.011391	0.000803	0.0004	-0.004023	0.003751	0.008442	-0.001744
