-0.00295	-0.002548	-0.012466	0.00603	0.002679	0.001071	-0.001476	0.005494	0.005494	0.002411	0.009649	0.00603	-0.003352	-0.007373	-0.002682	-0.006971	-0.00228	0.007906	0.002813	0.002947	0.004823	-0.005497	-0.008848	-0.002548	-0.000136	-0.004961	0.001071	0.00737	-0.003352	-0.005363	-1.612236E-6	-0.004961	0.000803	0.009112	0.001875	0.002545	-0.000672	-0.005631	0.002947	-0.004291
0.003617	0.008442	-0.003486	0.009112	-0.000538	0.003215	0.005494	0.005494	0.006432	-0.000672	0.006432	-0.00094	0.008576	0.001071	-0.001342	-0.002414	0.00737	0.002813	0.000266	0.006432	-0.002682	-0.004961	-0.009652	0.007102	0.007906	-0.005899	-0.003486	-0.003218	-1.612236E-6	0.001473	0.006834	0.003349	0.011257	0.004823	-0.000538	-0.007105	0.001607	0.010051	-0.004291	0.004287
0.005762	0.009783	0.003215	0.007102	0.002679	0.003081	0.010185	-0.009116	0.008442	-0.00161	-0.000136	0.004689	0.013804	-0.002682	0.000803	0.003349	0.007906	0.010453	0.002947	-0.002012	-0.002816	0.003349	-0.003352	0.004689	0.007236	0.004019	-0.002146	-0.006033	-0.001208	-0.001744	0.002947	0.0004	0.009112	0.001607	-0.002816	-0.003754	-0.003486	-0.001208	-0.003486	0.006566
0.001205	0.003885	-0.002012	0.006432	0.001071	0.002947	-0.006971	-0.01126	0.001741	0.000803	0.007772	0.000803	-0.00027	-0.004157	0.002009	0.002813	0.001607	0.002143	0.000669	0.008844	-0.008177	0.009515	-0.000404	-0.005899	-0.010724	0.007638	0.001473	0.004019	-0.004425	0.000669	0.001071	-0.001476	-0.004291	0.003617	-0.001342	0.003885	-0.005095	-0.009786	-0.007239	0.003751
0.003885	-0.004425	0.003483	0.009783	-0.006033	-0.004693	-0.012466	-0.00228	0.003215	0.001205	0.003617	-0.006301	-0.003888	0.004689	0.003885	-0.001342	0.001607	-0.001878	0.002813	0.012195	-0.006167	0.004287	0.001875	0.004287	-0.003352	-0.001744	0.002545	-0.003486	0.000535	0.009112	0.004689	-0.000672	-0.009786	-0.001208	0.001741	0.005226	-0.005631	0.00536	-0.006703	-0.005363
0.004019	0.003349	0.006968	0.015546	-0.00094	-0.00228	-0.00027	-0.01059	0.010587	0.001473	-0.001074	0.003483	-0.001208	0.004823	0.009783	0.004153	0.008978	0.01501	0.006298	0.007906	-0.004291	0.005226	0.006164	0.004823	-0.005095	0.001741	0.002813	-0.001476	0.006834	0.005762	0.004555	0.003349	-0.008177	-0.005899	-0.00161	0.012195	0.003751	0.004555	-0.004425	-0.003888
0.009515	0.00804	0.006968	0.009515	-0.000672	0.004287	0.005494	-0.004827	0.008844	0.006164	0.012597	0.007906	-0.00027	-0.000404	0.008978	0.013267	0.012463	0.010587	0.003215	0.008978	-0.00925	0.002947	0.000937	0.005494	-0.010322	0.003349	0.000669	0.004421	0.002679	0.002947	0.0004	-0.001476	0.000266	0.001339	-0.001208	0.007236	0.002411	0.003081	-0.005631	0.008174
0.008442	0.003885	0.002947	0.005628	0.004689	0.004421	0.007906	0.010051	0.003483	0.010453	0.009783	0.005896	0.013133	-0.004291	0.0067	0.009515	0.011525	-1.612236E-6	-0.001744	0.006834	-0.001878	-0.004559	-0.005631	0.00737	0.000803	-0.006033	0.002411	0.001473	0.0004	0.004958	-0.004291	0.001875	0.00536	0.009381	0.002679	0.001473	-0.00362	0.010319	0.004823	0.003751
-0.001476	0.009381	-0.00161	0.007638	0.00603	0.003081	0.011257	0.011123	0.009515	0.012731	0.000937	0.011927	0.004287	-0.008982	0.004153	0.003483	0.008442	0.012597	-0.000672	0.004958	0.002143	0.002545	-0.001476	-0.000136	0.006834	-0.00161	0.003885	0.006164	0.005896	0.009381	-0.006837	0.011927	0.005494	-0.000404	0.004153	0.00536	0.002009	0.005896	-0.000538	0.004421
-0.00295	-0.00161	0.003215	0.002411	-0.008714	0.004823	0.003215	0.007638	0.009649	0.005762	0.004421	0.011391	-0.003754	-0.002816	-0.002548	-0.000672	-0.003352	0.015144	-0.001074	0.002947	-0.001074	0.005494	0.002143	0.001875	0.002411	0.010051	0.012731	0.003617	0.011257	0.010051	-0.007507	0.007504	0.004823	-0.006837	0.00603	-0.007507	0.007102	0.004019	-0.011528	0.003483
-0.007239	0.000937	0.002277	0.000266	-0.005631	0.009515	0.002143	0.010587	0.004287	-0.004425	0.00737	0.008442	0.012463	0.002545	-0.000136	-0.002548	-0.001744	0.004958	0.004958	0.005896	-0.002414	0.008978	0.002813	0.001473	0.001339	0.007638	0.016216	-0.001744	0.007772	0.008442	-0.001476	0.005896	0.006834	0.002947	0.003751	-0.00925	0.009917	0.006834	0.010185	0.001875
-0.001208	0.011391	0.004555	0.001741	0.003617	0.014206	0.011793	0.012195	0.008174	-0.001744	0.00871	0.016216	0.007906	0.004823	0.007906	0.00536	0.00804	0.008844	0.003215	-1.612236E-6	-0.004827	0.006834	0.007906	-0.005631	0.005762	0.009783	0.006968	0.00603	0.00871	0.006566	0.00536	0.011659	-0.000136	0.00603	0.001205	-0.002816	0.009515	0.006968	0.009381	0.010587
0.000937	0.008442	0.013804	0.011525	0.00536	0.008844	0.009783	0.008978	0.014474	0.00804	0.012195	0.00536	0.012865	0.009112	0.007906	0.011793	0.005762	0.004689	0.009783	-0.004291	0.007772	0.010721	0.009917	0.008978	0.012463	0.009649	0.01702	0.005494	0.00804	0.010051	0.007638	0.002277	0.005226	0.003617	0.00804	0.005092	0.007772	0.017422	0.001205	0.001875
0.000535	-0.011126	-0.006703	0.004019	0.000535	-0.009786	0.000535	-0.004023	-0.00362	-0.002012	-0.003754	-0.006033	0.013669	-0.007105	-0.001208	-0.005631	-0.002816	0.004287	0.012195	-0.005363	0.001741	-0.005363	-0.002682	0.004019	-0.00228	-0.006703	0.010989	-0.009652	-0.006703	-0.006167	-0.003218	-0.002816	0.003081	0.002947	0.000132	-0.001878	-0.006703	0.003483	-0.003888	0.003617
0.019969	0.000937	0.008308	-0.00027	0.018495	0.013267	0.001741	0.005226	0.009381	-0.00161	0.003751	0.021443	0.00536	0.011391	0.013535	0.004555	0.013133	0.016886	0.01702	0.009246	-0.004425	-0.00094	0.009649	-0.002548	0.014876	0.004689	-0.000806	0.00871	0.008308	0.002545	0.008576	0.014876	0.011793	0.015546	-0.001208	0.000669	0.007504	-0.000404	0.002947	0.025866
-0.003218	0.011123	-0.002548	0.016752	0.023722	0.00536	0.006566	0.001339	-0.00161	0.005896	0.003751	-0.000404	0.004958	0.00603	-0.008177	0.017556	-0.001342	-0.009652	0.011793	-0.005899	0.011123	0.009112	-0.005899	0.006566	0.008308	-0.007909	0.012195	0.001071	-0.002682	0.013535	-0.004827	-0.00992	0.008978	-0.001476	0.008978	0.000669	-0.005631	0.014608	0.003215	-0.002414
-0.0638	-0.024395	-0.053748	-0.009384	-0.015683	-0.047716	-0.021581	-0.024127	-0.055356	-0.016621	-0.028952	-0.051335	-0.014611	-0.037664	-0.069831	-0.022653	-0.044768	-0.075595	-0.010992	-0.039675	-0.01126	-0.022117	-0.060047	-0.014879	-0.035118	-0.056965	-0.005229	-0.033643	-0.059109	-0.025333	-0.041953	-0.080018	-0.023055	-0.049325	-0.021178	-0.039407	-0.072512	-0.019972	-0.044634	-0.066749
-0.300096	-0.130145	-0.224234	-0.085647	-0.147569	-0.237235	-0.097844	-0.149848	-0.251309	-0.093019	-0.162312	-0.251979	-0.105215	-0.172231	-0.282404	-0.127062	-0.215656	-0.326232	-0.112453	-0.210965	-0.07908	-0.14395	-0.254927	-0.095833	-0.167137	-0.25935	-0.092885	-0.176118	-0.274764	-0.123444	-0.208687	-0.341511	-0.168076	-0.284548	-0.120361	-0.205872	-0.314303	-0.133228	-0.230802	-0.351027
-0.738107	-0.429435	-0.606623	-0.343119	-0.469242	-0.629944	-0.357193	-0.488542	-0.636378	-0.36577	-0.485192	-0.635038	-0.394721	-0.508513	-0.668277	-0.419383	-0.585044	-0.757675	-0.411743	-0.568558	-0.324087	-0.458251	-0.645224	-0.375689	-0.508781	-0.660235	-0.380514	-0.51374	-0.684629	-0.415094	-0.590003	-0.809947	-0.548454	-0.746685	-0.444848	-0.609706	-0.778048	-0.467097	-0.636512	-0.882055
