0.005393	-0.001135	-0.004096	-0.00376	-0.002144	-0.001606	0.001355	0.001355	0.007547	-0.001202	-0.000596	0.00048	0.002163	0.002701	-0.006317	-0.002952	-0.002548	0.004586	-0.00524	-0.003692	-0.002481	-0.000866	-0.006317	-0.006452	-0.004971	-0.002279	-0.000596	0.002028	0.001153	-0.006855	0.004922	0.005932	0.002365	-0.000193	0.009431	0.000548	-0.001068	0.001153	-5.8084E-5	-0.000529	0.00048	-0.003087	-0.001673	0.010777	-0.002683	-0.003288	-0.002615	-0.000731	-0.001	0.006605	0.002028	0.009633	0.004989	0.004316	0.001355	-0.006048	-0.002615	-0.00376	0.007278	-0.005509	-0.00026	9.215684E-6	0.002499	-0.0045	-0.000933	-0.001606	-0.000327	0.004182	0.000278	0.004249
0.004114	0.000346	-0.002615	-0.001808	-0.000193	-0.000596	-0.003019	0.001624	0.002769	-0.002144	0.003576	0.001624	-0.004567	0.007479	-0.004567	0.004586	0.001826	-0.001269	-5.8084E-5	-0.004029	0.00048	-0.004029	-0.004029	0.006268	-0.000462	-0.000395	-0.005442	-0.003154	0.000682	-0.005509	-0.002615	-0.001068	0.002297	-0.000731	-0.002077	0.006066	-0.000866	-0.003558	-0.003356	0.000884	-0.000596	-0.001269	0.001288	0.003576	-5.8084E-5	-0.001269	-0.003019	0.007008	-0.002817	-0.011364	-0.004298	-0.004298	-0.00349	0.000884	-0.003625	-0.000395	-0.000596	-0.001269	-0.000193	-0.001808	-0.002548	0.001086	0.01071	-0.004769	0.004586	-0.003423	0.002567	0.001423	-0.004567	0.002297
0.000278	-0.00376	0.001153	-0.001337	7.651537E-5	0.005528	-0.008269	0.002769	0.006335	-0.009076	-0.002414	-0.002615	-0.006721	0.004047	0.002297	0.00324	0.004518	-0.006788	-0.007326	0.005797	-0.005779	-0.003154	0.004451	-0.000596	0.003845	-0.002144	0.002365	0.002096	-5.8084E-5	0.001221	-0.001068	0.007008	-0.001606	-0.004096	-0.000596	0.001423	0.013469	-0.00598	-0.006048	0.001557	-0.007394	0.004989	-0.001471	0.00223	-0.003154	0.00546	-0.002952	0.002567	-0.0045	-0.006788	-0.003288	-0.000664	0.000817	-0.003558	-0.001337	0.008085	-0.002414	0.001692	0.001288	0.004249	-0.001808	-0.003894	-0.000664	-0.001539	0.005191	0.003509	-0.000193	-0.004971	0.003845	0.000817
0.001423	-0.00773	-0.00026	0.000211	-0.004029	0.002432	0.004451	0.004249	0.002163	-0.003221	-0.003288	-0.002077	0.004518	-0.001202	0.005797	-0.002615	-0.005442	0.00149	0.000615	-0.004433	-0.005711	-0.000125	0.000346	-0.010018	-0.001202	-0.007528	0.002836	0.003441	-0.003423	-0.003558	0.001557	0.011181	-0.002212	7.651537E-5	-0.004904	-0.000193	0.00573	-0.004567	0.000144	0.006133	0.001221	-0.000395	-0.00026	0.004114	0.00075	-0.005913	-0.001337	0.001153	-0.000395	0.008691	0.000278	0.009095	0.00048	0.006268	-0.002817	0.003172	-0.004231	9.215684E-6	0.006739	0.003509	-0.000462	0.003643	-0.005375	0.00398	-0.003087	0.005662	0.000817	-0.00201	0.003441	0.010239
0.00149	-0.007461	0.003711	0.000615	-0.00598	0.000682	0.00721	-0.001942	-0.001942	0.003509	0.00324	0.002769	0.00472	0.004182	0.003778	0.001557	-0.005442	0.00546	0.006605	-0.012643	-0.003154	0.002163	-0.004231	-0.001202	-0.000933	-0.007057	-0.001942	-0.003692	-0.001539	-0.001673	-0.002414	0.001961	-0.004904	-0.004702	-0.005509	0.001086	-0.003221	-0.004904	0.004518	0.004182	0.002634	-0.002144	0.000884	-0.002414	0.004518	-0.004298	0.002028	0.001288	0.003643	0.001153	0.002297	0.005326	-0.003692	0.004586	-0.006721	-0.005577	0.000884	-0.001741	0.005057	-0.000596	0.004586	0.003307	-0.002952	0.001759	0.001961	-0.002817	-0.003087	0.002096	-0.006048	0.001221
-0.001673	-0.002346	0.000346	-0.00201	-0.000327	-0.001337	0.000346	-0.00625	-0.000529	-0.000529	0.001019	0.001221	0.002499	0.004989	-0.001404	0.003576	-0.000866	0.003643	-0.001808	-0.003154	-0.006788	-0.006048	-0.000933	-0.00376	0.001624	9.215684E-6	0.003845	0.003105	0.007008	0.004653	-0.001404	0.001692	-0.0045	-0.005375	-0.000462	-5.8084E-5	0.003576	-0.00275	9.215684E-6	-0.000327	-0.000866	0.003778	0.001423	0.006133	-0.002144	0.009229	0.004586	0.001692	-0.003692	-0.005779	-0.002077	0.000951	0.001019	0.000548	0.000413	-0.006115	-0.000327	-0.000327	-0.00026	0.001086	0.001019	-0.006923	-0.010624	-0.004702	0.001423	-0.007461	-0.007865	-0.000193	-0.003961	-0.003827
-0.001741	0.001019	-0.000596	-0.005509	0.001894	-0.000125	-0.000664	-0.00275	0.00324	-0.000933	-0.000395	-0.001606	0.003307	0.003038	0.000615	0.001826	-0.004433	0.008085	0.002432	-0.002279	-0.008201	-0.001269	0.000413	-0.008874	0.001019	0.001826	0.003778	0.001759	0.005326	0.000817	-0.002683	0.000615	-0.005307	-0.002885	-0.000462	-0.007394	0.003913	0.001423	-0.005711	-0.001337	0.004451	-0.000596	0.009095	0.004047	-0.005307	0.004518	0.003038	0.00223	-0.006452	0.000144	0.00048	0.000211	0.00297	0.003778	0.003643	0.000615	-0.003087	-0.000664	9.215684E-6	-0.001135	-0.003827	0.002769	-0.003288	0.00398	-0.008672	-0.004433	-0.003221	-0.000125	-0.008874	0.006605
0.000548	0.003441	0.003105	-0.005173	-0.003423	-0.005711	-0.007125	0.007008	0.00048	-0.000664	-0.000125	-0.00275	-0.00625	0.00297	0.001826	0.001894	-0.006182	0.008354	0.001355	-0.002952	-0.000529	0.00149	-0.001202	-0.003154	0.000278	-0.001808	-0.001471	-0.001135	0.000211	-0.005779	0.003374	-0.001135	-0.006048	-0.006788	0.003509	-0.000529	0.000144	-0.001135	-0.002279	-0.004836	-0.000125	-0.007798	0.004787	-0.001	-0.006788	-0.003154	-0.001337	-0.004634	0.003576	-0.005711	0.010441	0.006066	0.001019	0.002836	-0.004365	0.004451	0.000144	-0.005038	0.007345	-0.004096	-0.001741	0.005999	-0.002077	0.008085	-0.008134	-0.002481	0.002028	0.000817	-0.00699	-0.001539
0.005864	0.001961	0.004182	-0.000866	-0.003961	-0.007932	-0.008874	0.003374	0.001019	-0.007192	0.002499	0.002432	-0.01022	0.001288	0.001019	0.005326	-0.002683	-0.000798	-0.001539	-0.001942	-0.001068	-0.005442	-0.000798	-0.002414	0.000884	-0.006182	-0.000193	-0.002212	-0.002212	-0.002144	0.00075	0.00398	-0.004904	-0.000125	-0.000798	-0.000596	0.000682	-0.003356	-0.004029	-0.005173	-0.007663	-0.003692	-0.001269	0.004586	-0.003221	-0.000731	-0.000731	-0.001135	-0.002885	-0.011028	0.002096	0.002769	-0.002481	0.001423	-0.002077	0.002163	0.00472	-0.003625	0.003105	0.000884	-0.00598	-0.001	-0.009615	-0.006721	0.001355	-0.00376	-0.002885	9.215684E-6	0.002634	-0.011903
0.001355	-0.005913	0.006335	-0.001068	-0.003288	0.001019	-0.001539	0.000548	0.006605	-0.003827	0.000884	0.002634	-0.003019	0.000413	0.00223	0.006739	0.000278	0.003374	0.001692	-0.001741	-0.007596	-0.005846	-0.007663	9.215684E-6	0.002297	-0.000866	0.000278	-0.001808	-5.8084E-5	0.003845	-0.007999	-0.002346	-0.006115	0.003441	-0.003019	-0.000798	0.001759	0.002769	-0.004433	-0.005106	-0.001269	0.004047	-0.000798	-0.000866	-0.001606	0.001086	0.002499	-0.001135	-0.001337	-0.00349	-0.001	-0.005173	-0.000125	-0.002481	0.002297	0.002499	0.00149	-0.002414	0.002432	-0.006788	-0.009817	0.002769	0.00075	0.001692	0.004989	-0.004096	-0.002279	-0.000193	0.000817	-0.00201
