0.004316	0.005864	-0.001	-0.00524	-0.005106	0.000682	0.000144	0.003509	-0.001269	-0.007125	-0.000529	-0.003423	0.00822	-0.001269	-0.002952	-0.002481	0.000951	-0.003154	-0.003154	-0.000462	-0.003558	-0.004433	0.002432	0.00398	-0.003154	0.00472	0.003913	0.002365	0.000951	-0.00874	0.001423	0.002567	-0.006855	-0.001	0.00721	0.003307	0.000817	0.005057	-0.003087	-0.001471	-5.8084E-5	0.000817	0.000682	-0.008134	0.002096	-0.002279	0.003845	0.003307	-0.008134	0.001557
0.005662	-0.006653	0.004653	-0.004904	0.003172	-0.000462	-0.001135	0.008018	-0.001471	-0.004298	-0.001741	-0.003019	0.004586	0.005124	0.001423	-0.013047	-0.000664	0.001961	0.003509	0.002432	0.001221	-0.003288	0.001153	-0.00349	-0.003827	0.00048	0.003845	0.010037	-0.000798	-0.000596	-0.003692	-0.000125	-0.009345	0.004518	-0.002279	-0.001741	0.002028	-0.004904	-0.0045	-0.000664	0.002096	0.005326	0.008825	-0.006586	-0.000866	0.003172	0.001624	-0.001673	-0.001337	0.000413
0.007547	-0.005106	0.001288	0.00048	0.000144	0.003643	0.008556	0.002096	-0.003154	-0.000731	-0.004567	-0.003288	-0.001741	0.005528	0.002432	-0.00773	0.000211	0.010643	0.000211	-0.000866	0.005797	-0.001741	-0.002077	0.001355	-0.001471	-0.000529	-0.001673	0.005326	-0.003558	0.00398	-0.0045	0.000884	-0.007394	0.002769	-0.002683	-0.005846	0.007614	0.006672	-0.001673	0.003105	0.001221	0.001355	0.007951	0.000817	0.000682	-0.00598	-0.000529	0.002701	-0.003019	0.000817
0.002028	0.006672	-0.000731	-0.006452	-0.006923	0.000817	0.00647	-0.00376	0.002836	-0.003827	0.004047	-0.001539	9.215684E-6	0.001826	0.004047	-0.000529	0.004249	0.005864	-0.001269	-0.007528	0.002499	-0.003154	0.000951	0.006201	-0.001606	-0.004971	-0.001269	0.00297	-0.00773	-0.00349	-0.004702	0.010306	-0.002279	0.000615	0.00647	-0.002885	0.000951	0.00546	-0.003221	-0.005577	0.00297	-0.005644	0.004316	0.004989	0.002163	-0.006721	-0.000798	0.004518	-0.000731	-5.8084E-5
-0.003019	0.003374	0.003913	-0.001471	-0.002817	0.002769	0.000884	0.00075	-0.002346	-0.000327	-0.002077	0.004316	-0.000327	0.003711	-0.001606	-0.004365	0.001894	0.004316	0.001288	0.004114	0.003105	-0.000193	0.002567	-0.000664	-0.003288	-0.00026	0.000817	0.008624	0.001624	-0.004096	-0.009076	0.005797	-0.000125	0.002769	0.003038	-0.000933	-0.003625	-0.007192	-0.002144	-0.006115	0.001288	-0.002346	0.002769	-0.002346	0.00398	0.00223	-0.003019	-0.003154	-0.00026	-0.006923
-0.000731	0.000817	0.000884	-5.8084E-5	-0.001741	0.009431	-0.003221	0.003172	-0.000798	-0.002414	-0.014258	-0.002144	0.000413	-0.003221	-0.002346	-0.000193	-0.004029	0.010171	0.002836	0.004316	0.00297	0.006537	-0.004433	-0.005173	-0.002279	-0.000462	-0.000664	0.005932	0.006739	-0.001404	-0.006452	0.007076	-0.003961	-0.003288	-0.008336	-0.00598	-0.003692	0.00546	0.00075	0.005124	-0.001337	0.004787	-0.001269	-0.005913	0.003576	-0.002615	-0.005038	0.00324	-0.000125	-0.008269
0.001894	-0.002615	-0.000327	0.001288	-0.001269	0.005662	-0.001202	-0.001135	0.009095	-0.005509	-0.004836	-0.008605	0.005124	0.00048	0.002903	-0.001135	-0.005913	0.005662	0.003105	-0.007663	0.003643	-0.001606	0.000346	0.001423	-0.001539	-0.00026	0.001692	0.001423	-0.00275	0.006335	0.007008	0.011585	-0.001606	-0.001875	-0.002683	-0.007394	0.002701	0.00324	0.000951	0.004922	-0.001068	0.00822	-0.001606	-0.002548	0.002163	-0.002346	-0.002144	-0.001	0.00297	-0.001135
-0.005307	-0.001875	0.003038	0.007143	0.006335	0.001423	-0.001	0.000346	-0.002683	-0.003423	0.000817	-0.002817	0.00149	0.005191	-0.005375	-0.007461	-0.001337	0.005057	0.002432	-0.000529	-5.8084E-5	-0.003019	0.007008	0.000548	0.001153	0.005528	-0.002817	0.001019	-0.003625	0.010643	0.006335	0.001557	-0.004836	0.003441	0.000211	-0.000664	0.005864	-0.00201	-0.003154	0.004518	-0.000933	0.008018	0.005259	-0.000798	-0.003558	-0.001808	0.000548	-0.007057	-0.00524	-0.000462
-0.003961	0.005191	0.00075	0.006335	0.00472	0.003307	-0.006519	0.001288	-0.002279	-0.003692	-0.006519	-0.001673	-0.001068	-0.005307	-0.004634	-0.006452	-0.002279	0.000413	0.000682	-0.002212	-0.002952	0.00075	-0.003961	-0.003961	0.001894	-0.002212	-0.002144	-0.000462	0.00149	0.00398	-0.002683	-0.001337	-0.004836	0.001221	0.000951	-0.002481	0.00721	0.001019	-0.003961	0.006268	-0.003288	0.00324	0.006268	0.006201	-0.00524	-0.003894	0.002365	0.001624	-0.004836	-0.002144
0.003576	0.000413	-0.003558	0.004182	0.000951	0.004855	-0.005846	-0.004702	0.000548	-0.000731	-0.002144	0.00472	-0.002885	0.002096	0.006201	0.001221	-0.003692	-0.000933	-0.000731	-0.008403	0.003105	0.000346	-0.005173	0.003441	-0.003558	-0.002212	0.004316	-5.8084E-5	-0.003692	0.002432	-0.004433	0.001759	0.006201	-0.001741	0.004114	-0.01049	0.005932	-0.001606	-0.002279	-0.002144	-0.001404	0.004855	0.006335	0.001086	-0.001135	-0.002817	-0.00275	0.00048	0.009027	0.001894
