0.003349	-0.004291	-0.00295	0.004421	-0.006837	-0.005631	0.003751	-0.001476	0.002009	-0.000538	0.003081	-0.002414	-1.612236E-6	0.010587	0.003885	-0.000672	0.007906	0.001071	-0.001074	-0.006435	0.00804	-0.007105	0.009783	-0.004425	-0.007641	0.003081	0.003751	-0.000672	0.000669	0.000535	-0.00027	0.011659	-0.006033	-0.004023	-0.005899	-0.006033	-0.000136	-0.006167	0.004019	-0.001744	-0.002548	0.004153	0.013938	0.002947	0.000669	0.001607	-0.001208	0.004958	0.004421	0.005494	0.000803	-0.003218	0.00804	-0.001342	0.003483	0.009649	0.004421	-0.007373	-0.000538	-0.004425
0.003483	-0.004559	-0.006971	-0.003754	-0.004559	-0.004291	-0.003888	-0.000538	0.002143	-0.00161	0.003215	-0.000404	0.004958	0.002545	0.0067	-0.006033	0.002545	-0.002682	-0.00228	0.006834	-0.002414	-0.00858	-0.001342	-0.007641	-0.008177	0.000535	-0.002816	-0.001342	0.00871	-0.006569	-0.003486	0.002679	-0.008714	0.002411	-0.00027	-0.004023	-0.008177	-0.000136	0.007906	-0.005899	0.009246	0.001607	0.002545	-0.003888	0.007504	0.000669	-0.003352	0.006968	0.001741	0.006968	0.003349	-0.010188	0.010721	0.0004	0.010453	0.005896	-0.002682	-0.001878	-0.004693	-0.003486
-0.001208	-0.002012	0.003751	0.001071	0.002545	-0.000806	-0.003084	-0.004827	0.0067	-0.001476	0.003885	0.004689	0.006968	-0.00228	0.004019	-0.004559	0.003617	0.013535	0.007504	0.010453	-0.001342	-0.004023	-0.007909	-0.007775	-0.001744	0.002009	-0.001476	0.000535	0.000803	-0.001208	-0.004961	-0.001342	-0.003352	-0.000404	-0.002682	-0.000538	0.000535	-0.008714	0.005762	-0.005631	0.001607	0.006566	-0.003486	-0.009786	-0.000672	-1.612236E-6	0.004019	0.011257	-0.004961	0.001607	-0.000538	-0.006569	0.003215	0.002143	0.000937	0.007236	0.001071	-1.612236E-6	0.009649	-0.008043
0.006298	-0.006033	0.004421	0.001473	-0.004425	0.001205	0.005762	0.001071	0.008978	0.001071	-0.000538	0.000803	-0.00161	0.002813	-0.00161	0.001741	0.002277	0.004019	0.004823	-0.002682	-0.001744	-0.010456	-0.008714	-0.006703	-0.006703	-0.006971	-0.000672	0.004958	-0.00362	0.006566	-0.004961	0.000535	0.002813	-0.005363	-0.003888	-0.000672	0.002947	-0.00925	-0.003218	-0.004827	0.006432	0.002411	0.003885	-0.015013	-0.006703	0.00536	-0.000136	0.000803	-0.004559	-0.005497	0.003483	-0.008982	0.004823	0.001473	-0.006971	-0.004157	0.004287	-0.00161	0.001071	-0.010724
0.006298	-0.006703	-0.008043	-0.010188	-0.008848	0.003215	0.010319	0.006298	0.009381	-0.001878	0.006164	-0.008043	0.004555	-0.001208	0.007906	-0.001074	-0.002682	-0.002816	0.006566	-0.00027	0.0004	-0.00858	-0.006837	0.004153	-0.011126	-0.008043	-0.002414	-1.612236E-6	0.002009	-0.004291	-0.010724	-0.002012	0.003081	-0.004291	-0.00362	0.001741	0.001205	0.001339	-0.012064	-0.004693	0.004555	0.011793	0.003483	-0.008311	-0.005229	0.001875	-0.005631	0.005896	-0.002146	-0.003888	0.011257	-0.002816	0.009917	0.003617	-0.005765	-0.002816	-0.006167	-0.003754	-0.01126	-0.004961
-0.001074	0.001071	-0.000404	-0.001476	-0.009384	0.007102	0.005092	0.010587	0.006164	-0.001476	0.013938	0.004421	0.012999	-0.001476	0.016752	-0.00228	0.001473	0.010587	0.009112	0.012731	0.002679	0.001607	0.000535	0.004019	-0.001074	0.002143	0.000132	-0.002682	0.004823	-0.003084	-0.00992	0.002545	-0.007641	0.001205	-0.000672	0.001339	0.008844	0.0004	-0.00858	0.003617	0.000937	0.01769	0.0004	0.001875	-0.001208	0.004287	0.007638	0.010453	-0.001476	-0.005899	0.00737	-1.612236E-6	0.005628	0.007638	0.004689	0.012195	0.005762	0.001071	0.003483	0.006298
-0.00161	0.008844	0.012597	-0.000806	-0.005765	0.01434	0.005494	0.015278	0.010855	-0.004693	0.008442	0.004958	0.004421	0.002277	0.01434	0.003617	0.01501	0.005896	0.008174	0.004019	-0.009518	-0.001342	0.005628	-0.000806	0.006432	0.006834	0.005762	0.008844	0.001473	0.011123	0.000937	0.010319	-0.008982	0.003081	0.000266	0.004555	0.011659	-0.00027	0.011793	0.004823	-0.00094	0.006968	-0.000136	0.005896	0.001607	0.009246	0.006432	0.002277	0.002143	0.002411	0.000132	-0.009652	0.005226	0.003751	0.00536	0.010185	0.021711	-0.001074	0.002411	0.015546
-0.003352	0.005762	0.011525	-0.002146	0.010051	0.010319	0.011659	0.011927	0.011123	-0.002414	-0.001476	-0.006435	0.004287	-0.000806	0.011793	0.001741	0.013804	0.007906	0.009649	0.007236	0.002411	0.001875	0.004019	0.004958	-0.001074	0.001205	0.012865	0.011525	0.0067	0.004153	0.010855	0.005494	0.008174	0.004019	0.003349	0.009917	0.007236	0.002009	0.011793	-0.002548	-0.001744	0.010989	0.004958	0.011123	-0.000136	0.005226	0.004287	0.011659	0.000803	0.010185	-0.00027	0.001205	0.001875	0.009515	0.001339	0.003617	0.010453	-1.612236E-6	0.002813	0.005092
-0.004425	0.005494	0.011525	0.007236	0.007236	0.006968	0.0004	0.007102	0.004958	0.000535	-0.006301	0.002947	0.007638	-0.006301	0.017422	0.004287	0.00603	0.003885	0.000266	0.006164	0.006968	0.002679	-0.00161	0.00737	-0.005229	-0.001208	0.006834	0.009381	0.004421	0.000669	0.012597	-0.000404	0.011257	0.006834	0.011257	0.010051	0.008576	0.002143	0.007906	0.002813	0.007236	0.01568	0.004689	0.005762	-0.000404	0.010051	0.00536	0.013401	0.004823	-0.002012	-0.00925	0.000669	0.007504	0.006968	0.004823	0.004823	0.00603	0.007504	0.009649	-0.003754
-0.009116	0.005092	0.001339	0.002143	0.007638	0.010185	-0.005229	0.003751	0.010587	-0.004827	0.004153	0.005896	0.001205	-0.002146	0.011793	0.007236	-0.000136	0.001339	-0.000672	-0.011662	-0.005497	-0.007373	0.004555	0.001607	-0.001074	0.002545	0.001339	0.010855	-0.004023	0.006834	0.004823	-0.00027	0.002545	0.003617	0.005896	0.007906	0.001875	0.003617	0.008844	0.005762	0.006566	0.001071	0.001607	0.008308	-0.002548	0.011659	-0.000538	0.007236	0.009246	0.002277	-0.007775	-0.008043	0.014742	0.001071	-0.00161	0.004287	0.007772	-0.003888	-0.001074	-0.00228
