0.0004	-0.00362	-0.003754	0.002947	0.002143	0.009112	-0.000538	-0.000538	-0.006435	-0.003084	-0.003218	0.003617	-0.007909	0.003885	0.002277	-1.612236E-6	0.006298	-0.00027	0.003751	-0.005497	-0.00161	0.002277	0.002545	-0.002548	-0.004827	0.00536	-0.004157	-0.002414	0.000535	0.001875	0.00536	0.002947	0.006432	-0.006033	0.002009	0.007638	0.008978	0.002813	0.002143	-0.002012
0.006432	-0.006301	0.001607	-0.005095	-0.000404	0.008174	-0.006703	-0.006033	-0.003888	0.000937	0.004689	-0.004961	-0.005095	0.011257	0.003349	-0.003084	0.003483	-0.007641	0.005494	0.001741	0.000132	0.000535	-0.00094	-0.002012	0.000937	-0.005363	0.004421	0.0004	-0.005631	-0.001744	0.002143	-0.004693	0.004153	-0.004157	-0.001342	0.006164	0.004153	0.000669	0.002009	0.001741
0.002277	-0.001342	0.009917	0.004019	-0.002816	0.009112	-0.003218	-0.004023	-0.009786	0.004958	0.001875	0.005628	0.003215	0.010051	-1.612236E-6	0.006834	-1.612236E-6	-0.000538	0.001071	0.00536	0.001741	0.000132	0.001473	0.002143	0.006834	-0.009116	-0.006703	-0.003084	-0.003486	-1.612236E-6	0.001473	-0.000806	0.004019	-0.005497	0.001607	0.011525	0.009381	0.001205	0.000132	0.003617
0.0004	0.001741	0.009783	0.002679	-0.000136	0.010051	0.002545	-0.002146	-0.005631	0.009783	0.004287	0.005762	0.002545	0.002947	0.011123	0.002679	0.003215	-0.001208	0.001205	0.000266	-0.005631	0.006164	-0.002414	-0.00362	0.007236	-0.00094	-0.007239	-0.001744	0.001071	-0.00362	0.003885	0.010185	0.002009	-0.002012	0.000132	0.002545	0.009246	0.007638	-0.003218	0.003081
-0.002414	-0.002548	0.005494	-0.004693	-0.00094	0.0067	-0.001208	-0.004961	-0.001208	0.011793	0.001071	-0.00027	-0.001878	0.003885	0.013133	-0.006167	0.004287	-0.002012	0.007772	-0.003218	-0.00094	0.001741	-0.004157	-0.000672	0.004823	-0.000404	-0.000672	0.0004	-0.005363	-0.000538	0.001071	0.013535	0.004153	0.008174	0.005762	-0.00161	0.005762	0.000535	-0.007641	0.007906
-0.009652	-0.00858	0.005092	0.00804	-0.010054	0.004019	0.00536	0.004153	-0.000672	0.009649	0.003349	0.003483	0.002009	0.008174	0.002009	-0.000672	0.008308	0.004287	0.01769	-0.004023	0.008174	0.003751	0.003081	0.008442	0.003483	0.005092	0.004153	0.000535	0.005628	0.003349	0.002143	0.011525	0.003751	0.009917	0.006432	0.002679	0.015546	0.004958	-0.007239	0.007906
0.003617	-0.006167	0.010721	0.009917	-0.00228	0.011123	0.00536	0.003617	0.000132	0.009649	0.00737	0.008978	-0.002414	0.006566	0.007772	0.000132	0.006432	0.005226	0.017154	-1.612236E-6	0.010587	0.003215	0.002947	-0.00027	0.006968	0.012061	0.008442	0.004555	0.010319	-0.000806	0.004823	0.011927	0.008442	0.010721	0.007102	0.002813	0.011793	0.007504	-0.002414	0.004153
0.009246	0.004153	0.000803	0.003617	0.007504	0.011927	0.007906	0.003349	0.000535	0.009649	-0.00228	0.005896	-0.001208	0.004823	0.003617	0.004823	0.002143	0.001875	0.010989	0.002277	0.010989	0.003349	0.001875	0.000937	0.007236	0.003885	0.001607	0.01434	0.00737	-0.00027	0.004689	0.014742	0.008576	0.015144	0.015948	0.00737	-0.000672	-0.000136	0.011793	0.012329
0.002813	0.002411	0.006566	0.008978	0.004823	0.014742	0.013804	0.004153	0.001071	0.006968	-0.001074	-0.000806	0.000535	0.001875	-0.002146	0.002411	0.005762	0.004153	0.013804	-0.004023	0.002411	0.003215	0.005226	0.014474	0.002947	0.000669	-0.00094	0.010989	0.007638	0.001071	0.001205	0.012195	0.009246	0.011793	0.007638	0.006432	0.002947	0.004287	0.01501	0.013133
0.001339	0.005092	0.008174	0.007638	-0.00027	0.014474	-0.002012	-0.004291	-0.006167	0.001607	-0.004559	0.002545	-0.005899	-0.000404	0.007102	-0.004023	-0.000136	0.012597	0.00737	-0.004693	0.002411	-0.006971	0.001339	0.009381	-0.002682	0.004689	0.001071	0.003617	0.001339	-0.001476	0.003215	0.002143	0.010051	0.004421	0.001339	-0.000538	-0.001074	0.002277	0.00804	0.005092
