0.003885	0.003483	0.003349	-0.004023	0.005494	-0.00094	-0.00027	0.006298	0.013267	0.006298	0.01702	-0.00027	0.000937
0.000803	0.003215	-0.005631	-0.001342	0.005226	-0.006837	-0.001342	-0.00027	0.005494	0.016484	0.003215	0.005092	0.001607
0.006298	-0.004157	-0.015147	0.008576	-0.004827	-0.003218	0.001473	-0.00094	0.005896	0.001473	-0.000404	0.001473	0.010587
-1.612236E-6	0.000803	-0.004961	0.001071	0.000535	-0.002146	0.001607	-0.000672	-0.00094	-0.005095	0.013267	-0.002816	0.00804
-0.005229	0.0004	-1.612236E-6	-0.003888	0.007772	-0.002816	0.003617	-0.00094	0.002277	-0.000672	-0.00094	-0.00362	0.002143
0.004421	-0.000806	0.00536	0.001741	0.005628	-0.001476	0.006968	-0.001074	0.012061	-0.002012	0.006164	-0.00027	0.003885
0.004019	0.007102	0.014742	0.004689	0.007772	-0.006033	0.012597	-0.007641	0.008978	0.005494	0.018629	0.000937	0.00804
0.002813	0.005494	0.007504	-0.00094	0.006834	-0.007507	0.016886	-0.003352	0.009381	0.007772	0.007772	0.001339	0.005896
0.009112	0.005226	-0.002012	0.000535	-0.000404	0.0004	0.014876	-0.001342	0.013669	-0.007909	0.004153	0.009783	0.007638
0.007504	0.001205	-0.008177	0.010587	-0.002012	0.005896	0.009649	-0.008311	0.006566	-0.002414	0.003215	0.003885	0.01434
0.006968	-0.005497	-0.005363	-0.002816	-0.003888	0.004287	0.007906	0.002679	-0.002414	0.005628	-0.002682	0.001473	0.015278
0.008174	0.003483	0.005494	-0.011394	0.003483	0.007906	0.005628	0.012597	-0.000672	-0.004827	-0.003888	0.00737	0.007102
0.011927	-0.001074	0.00737	0.006834	0.002947	0.014206	0.011257	0.0004	0.004823	0.00871	-0.001208	0.000535	0.00536
-0.000806	-0.005899	-0.004157	-0.008848	-0.011662	-0.005229	0.007638	-0.005765	-0.008177	0.002947	-0.002548	-0.010456	0.000535
-0.004559	0.015814	0.010989	-0.007641	0.006834	0.007504	0.011793	0.014072	0.01501	-0.006301	0.012865	0.003751	-0.002816
0.003751	-0.007909	-0.002682	0.005896	-0.00992	0.003483	0.014474	-0.010858	0.012865	0.01434	-0.008043	-0.00925	0.007102
-0.024261	-0.063666	-0.039943	-0.02721	-0.067821	-0.045974	-0.021849	-0.068357	-0.029086	-0.013003	-0.060449	-0.040077	-0.017292
-0.123176	-0.290982	-0.184964	-0.123846	-0.290177	-0.20279	-0.114464	-0.28562	-0.166467	-0.102401	-0.262165	-0.174509	-0.096101
-0.422867	-0.711703	-0.566548	-0.429167	-0.724436	-0.575796	-0.425414	-0.710631	-0.521246	-0.373544	-0.679402	-0.538536	-0.366307
-0.912882	-1.09771	-1.09771	-0.907521	-1.09771	-1.09771	-0.932719	-1.09771	-1.029355	-0.825763	-1.09771	-1.072245	-0.828443
-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771
-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771	-1.09771
-1.09771	-0.978825	-1.09771	-1.09771	-0.820804	-1.09771	-1.09771	-0.57593	-1.09771	-1.09771	-0.488408	-1.09771	-1.09771
-0.127062	1.098109	0.410801	-0.317386	1.098109	0.623508	0.07787	1.098109	0.559575	0.145421	1.098109	0.847606	0.109501
1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109
1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109
1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109	1.098109
1.098109	1.098109	1.098109	1.098109	0.824151	1.098109	1.098109	0.389491	1.098109	1.098109	0.220478	1.098109	1.098109
0.714648	0.364829	0.353302	0.513603	0.061652	0.01769	0.268997	-0.429971	0.391233	0.18563	-0.357863	-0.161642	0.0579
