0.010587	0.002947	-0.001074	0.004019	0.004019	0.003617	0.001071	-0.006435	0.004958	0.000535	-0.003486	-0.001744	-0.007507	0.013669	-0.00858	-0.00362	0.001071	0.009649	0.006164	-0.001744	-0.003486	-0.000136	0.004555	0.006566	0.00603	0.004287	-0.00027	0.004287	-0.001208	0.009649	0.001071	-0.001744	-0.00992	-0.003888	-0.003754	0.004555	0.002411	0.016886	-0.006033	0.0004	-0.001744	-0.001744	-0.003486	0.00536	-0.007507	0.005226	-0.000806	-0.008177	-0.000136	0.011257	-0.000136	0.000803	-0.000538	0.002545	-0.007507	0.001339	0.008978	-0.001074	0.0004	-0.002414	0.004153	0.002679	-0.006301	0.000132	-0.004827	0.001205	-0.006569	0.006968	-0.006971	0.003483	0.000669	-0.004961	-0.003218	0.001205	-0.000538	0.003081	0.005092	-0.003352	0.0067	0.003885	0.010989	0.001071	-0.007105	0.005226	-0.003352	0.000937	0.0067	0.000937	0.009246	0.004823	0.003483	-0.002816	0.000669	-0.001208	-0.001342	-0.003486	0.004153	0.00536	0.00737	-0.005363	0.007102	0.000669	-0.01193	0.01702	0.011793	0.01568	0.004153	0.004823	-0.005765	-0.002548	0.002545	0.004823	-0.001208	-0.001208	0.005226	0.006164	-0.002414	0.006432	-0.007641	0.005762
0.011927	0.001071	-0.005765	-1.612236E-6	0.005226	-0.001744	-0.00228	-0.006837	0.001741	0.002545	0.005092	-0.001476	-0.005765	0.006164	-0.012869	0.007102	-0.000672	-0.004961	-0.001208	0.012061	-0.003888	-0.001476	0.003215	-0.00027	0.0004	-0.00295	0.000132	0.003349	-0.001074	0.007772	0.011123	-0.005631	-0.003218	-0.006167	-0.001744	0.009649	0.0067	0.01434	-0.002146	-0.002012	-0.001342	0.000535	-0.007105	-0.004961	-0.00027	-0.000404	0.0004	-0.00094	-0.00094	0.0067	0.001071	-0.003084	-0.00992	0.003349	-0.00161	-0.000404	0.011123	-0.002012	0.002545	-0.002414	-0.002414	0.000669	-0.005899	-0.008177	-1.612236E-6	0.001741	-0.001878	-0.001074	-0.000404	0.005226	-0.007909	-0.009652	-0.004827	0.006298	0.002679	0.007906	-0.00295	0.003081	0.002545	-0.00992	0.016216	-0.003352	-0.002682	0.004958	-0.003888	0.001473	-1.612236E-6	0.001071	0.00804	-0.000806	-0.001476	-0.00362	0.003081	0.007102	-0.000136	0.000132	0.004153	-0.001342	0.006834	-0.010858	0.012061	-0.00161	-0.014879	0.01635	0.002813	0.011793	0.00804	-0.000672	0.010051	0.005226	0.011793	-0.001744	-0.001744	0.002545	0.011793	-0.001342	-0.005631	0.012195	0.005628	0.001741
0.006432	0.001071	-0.001476	-0.000806	0.000266	0.000132	0.001071	0.001071	0.007504	0.011391	0.006164	-0.000672	0.008308	0.012061	-0.003084	0.00737	0.00536	-0.003352	-0.005631	0.012731	0.000937	-0.004157	0.002947	-0.001476	-0.006971	-0.000136	0.002009	0.012061	0.000132	0.006298	-0.001476	0.004421	-0.004157	0.003215	0.002813	-0.001208	0.004555	0.009917	0.005628	0.005628	0.002143	0.004019	-0.01193	0.001205	-0.005229	0.004689	0.001339	0.000266	-0.002414	0.002411	0.003885	-0.003888	-0.004693	0.000803	-0.004827	-0.002816	0.005896	-0.011394	0.004153	0.009112	-0.000404	-0.006033	-0.007507	-0.00161	0.000937	-0.008311	0.001071	0.00737	0.006968	-0.002146	-0.00858	-0.002682	0.004555	0.003751	-0.003218	0.0067	0.012329	0.006566	-0.006435	-0.003486	0.001473	0.004555	0.005628	0.003215	-0.002548	-0.002816	0.004019	0.001875	0.002813	0.001741	-0.007507	-0.002146	-0.00094	0.006432	0.007638	-1.612236E-6	0.001339	0.002009	0.005896	-0.003084	0.002947	0.003349	-0.005631	0.014608	0.002545	0.00737	-0.000538	-0.004425	0.006164	-0.002012	0.003617	0.003081	-0.002682	0.012597	0.024124	-0.003352	-0.00228	0.000535	0.001071	0.002545
0.008844	0.0067	0.004689	0.002009	0.004287	0.002813	0.002009	-0.005497	0.001875	-0.001744	-0.002012	0.002813	0.007102	0.016618	-0.006033	0.001875	0.003215	0.0004	-0.004559	0.003483	-0.005631	-0.007507	-0.008043	0.003215	-0.002146	0.009112	0.002813	0.013535	0.008308	0.009246	-0.001208	-0.00161	-0.001744	0.004823	-0.008982	-0.003218	0.007236	0.013267	0.004153	-0.00362	-0.000672	0.002545	-0.006435	0.00737	-0.002012	0.007236	-0.000136	-0.007507	0.001205	0.00737	0.007236	-0.001476	-0.000136	-0.004291	-0.007105	0.001205	0.002009	-0.004291	0.002277	0.003081	0.004823	-0.014343	-0.001476	0.00804	-0.00228	-0.002146	-0.001074	0.002679	-0.003754	0.002009	-0.001476	-0.00228	-0.004023	0.00536	-1.612236E-6	0.012865	0.001875	-0.000672	0.001473	0.000669	-0.007239	0.004958	-0.008848	-0.004961	0.000535	-0.000404	-0.001878	0.001607	0.001607	0.006298	0.0004	-0.003754	-0.008043	0.00536	0.002411	0.002679	0.003885	-0.000806	0.009917	0.000803	0.004287	0.004823	-0.002012	0.012597	0.017824	0.011793	-0.00362	0.006834	0.000669	0.001741	-0.009786	0.004823	0.002813	0.009381	0.010185	0.001741	0.003885	0.004555	-0.003352	0.000669
0.003483	0.009112	-0.004291	-0.002012	0.009917	-0.001744	-0.004023	0.001205	-0.005631	-0.00228	0.005226	0.005628	0.00536	0.005092	-0.007775	0.004019	0.008576	-0.004425	0.000132	0.003349	-0.005229	-0.009116	-0.003218	0.00804	0.003885	0.005762	0.008174	0.006298	0.0067	0.009783	0.003617	-1.612236E-6	0.008442	0.002411	-0.008177	0.00603	0.007236	-0.002146	0.004421	-0.004559	0.001071	0.007102	0.002813	-0.005229	0.005762	0.005092	-0.00228	-0.001878	0.010453	-0.00362	0.009112	0.002411	-0.009786	0.00603	-0.003486	0.002411	0.002679	0.002545	-0.00228	-0.001208	-0.001878	-0.007775	0.004019	0.00871	0.000937	0.000669	0.001339	0.002947	-0.008714	-0.00228	-0.005363	-0.006167	-0.002548	0.002545	0.002009	0.014742	-0.006435	0.001205	0.002947	-0.021581	-0.005631	-0.001208	-0.006033	-0.00362	-0.003888	0.002411	0.002545	-0.00161	0.004689	-0.00161	-0.005363	-0.006435	-0.002146	0.00603	-0.001744	-0.003352	0.005494	-0.012064	0.002813	-0.010322	0.004287	0.001607	-0.006301	0.004689	0.004153	0.010989	0.004421	0.000535	0.004823	0.000669	0.000937	0.00603	-0.004425	0.005494	-0.001878	-0.008311	-1.612236E-6	0.008576	0.003751	-0.000672
0.003751	0.006968	0.002143	0.003751	0.00536	-0.003218	-0.000672	0.009112	-0.001744	0.009515	0.005628	-0.001744	0.015546	0.002679	-0.004827	0.005226	0.013401	0.002545	0.010587	0.000803	0.003349	-0.002548	0.000535	0.010989	0.000132	0.002009	0.009515	0.009246	0.008308	0.010051	-0.003352	0.009649	0.007236	0.001473	-0.00094	0.006432	0.008174	0.005494	0.000669	-0.003754	0.001339	0.005092	0.002277	-0.002682	0.004555	-0.000404	0.001607	-0.006971	0.012061	-0.00161	-1.612236E-6	0.001741	-0.013539	0.012463	0.004555	-0.00161	0.004689	-0.005095	0.001875	0.001071	0.005628	0.000937	0.001741	0.004555	0.014072	0.00603	0.002813	0.009381	0.003215	-0.002012	-0.007507	0.007638	0.010319	0.003081	-0.003754	0.015278	0.000669	0.004019	0.001473	-0.009116	0.000132	0.007236	0.0004	0.005896	-0.000404	-0.001074	0.012731	0.005896	0.004287	0.010855	-0.008043	-0.008714	0.003081	0.003617	0.006566	-0.00161	0.000803	0.002545	0.010721	-0.006301	-0.001878	0.0004	-0.007775	-0.001476	0.004287	0.009649	0.006566	0.005494	-0.001342	-0.007507	0.013535	0.014876	0.004019	0.00603	0.011659	-0.00094	-0.00027	0.004958	-0.00027	-0.001476
0.011659	0.003617	0.002813	0.0067	0.008978	0.011525	0.00536	0.002009	0.002143	-0.002816	-0.000136	0.002813	0.008576	0.013401	-0.00228	0.005762	0.002813	0.005896	0.010989	0.004153	0.007638	-0.001476	0.001875	0.010051	0.004689	0.013938	0.007906	0.004958	0.012061	0.011793	0.005762	0.003885	0.003885	0.012195	-0.008177	0.002813	0.004555	0.013938	0.000266	-0.004559	0.00603	0.011391	0.005896	0.005226	0.008442	0.002545	0.003885	-0.001208	0.002679	0.010989	-0.001878	0.005494	-0.004291	0.007102	-0.000136	0.000669	-0.000806	-0.002682	0.004555	0.002545	0.007102	0.009381	0.003483	0.010989	0.019031	0.014742	0.0004	0.00804	0.009381	0.009112	-0.00228	0.005762	0.004555	-1.612236E-6	0.001339	0.017422	-0.000672	-0.00027	0.004287	0.005762	0.002679	0.007102	-0.000136	0.000937	0.008576	-0.001744	0.009246	0.010051	0.004689	0.023186	0.004958	0.000937	-0.003218	0.000803	0.004555	0.00603	0.006164	0.013401	0.008978	0.000803	0.001071	0.003215	-0.00094	0.002947	0.01635	0.009112	0.013669	0.019165	0.015948	0.008174	0.003617	0.00536	0.009381	0.011391	0.009783	0.004958	0.011793	0.011391	0.006164	-0.002012
0.00737	0.003483	-0.004827	0.005762	0.011123	0.016618	0.011793	0.003751	0.002411	-0.002682	0.004421	0.010855	0.006298	0.012999	0.004689	0.013133	0.006968	-0.005229	0.004689	0.010453	0.007638	0.004287	0.011927	0.007772	0.012061	0.009783	0.01635	0.004823	0.009917	0.011525	0.011391	0.005226	0.001071	0.011659	-0.005363	0.005896	0.001607	0.002277	0.006834	0.000132	0.002009	0.015948	-0.002548	0.003617	0.014072	0.006298	0.007102	0.008576	0.001205	0.002947	0.001741	0.010989	-0.003486	0.002679	-0.003888	0.007504	0.002143	0.000669	0.007906	0.004153	-0.006837	0.01501	0.008978	0.012061	0.009381	0.013267	0.001205	0.014474	-0.003084	0.008844	0.0004	0.003885	-0.003352	0.002947	0.006432	0.01434	0.00603	-0.004425	0.003349	-0.005497	0.0067	0.005226	0.01434	-0.003888	0.009649	0.00737	0.004153	0.004823	0.004823	0.00737	-0.00027	0.007102	0.005494	-0.000672	0.00536	0.009246	0.004555	0.005628	-0.004827	0.001607	0.001741	-0.000404	-0.001744	0.009783	0.009515	0.009246	0.013133	0.013401	0.030155	0.013938	0.002947	0.008308	0.000669	0.008576	0.001607	-0.001878	0.0067	0.006968	0.012597	-0.001342
0.004958	0.00737	0.003349	0.006298	0.00536	0.006566	0.012463	0.007504	0.002143	0.004153	0.00603	0.008978	0.009381	0.015814	0.002679	0.004153	0.012463	-0.001476	0.002411	0.00737	0.003751	0.004823	0.002813	0.007504	0.003751	-0.00228	0.013535	0.007638	0.006164	0.01568	0.004823	0.003885	-0.004291	-0.000136	0.003215	0.007102	0.003081	0.015412	0.008844	-0.006837	-0.010322	0.0067	-0.007507	0.006432	0.007906	-0.003754	0.017824	0.002545	0.011391	0.004019	-0.004693	0.008978	-0.011126	0.007102	0.00603	0.002813	0.002679	-0.009384	0.010453	0.002679	-0.012869	0.004958	0.008844	-0.006703	0.000535	0.012329	0.001473	0.006834	0.001473	0.004153	0.002947	0.013804	-0.00027	-0.000538	0.000535	0.010989	0.007102	-0.00094	0.008576	0.007102	0.009515	0.007236	0.011257	-0.003486	0.008844	0.004019	0.003885	0.002679	0.001205	0.003349	-0.001476	0.000669	0.006298	0.007102	0.010185	0.004958	-0.000404	0.001339	-0.006167	0.002009	0.000803	-0.006435	-0.01126	0.008844	0.010185	0.004019	-0.004693	0.007906	0.011257	-1.612236E-6	0.003483	0.012061	0.003215	0.001339	-0.000136	0.008442	-1.612236E-6	0.002947	0.000535	-0.002012
0.004287	0.005896	0.001875	-0.00295	0.002947	0.001339	0.003617	0.002545	0.004823	-0.00094	-0.000538	0.00603	-0.00295	0.019031	-0.006435	0.002545	0.001339	0.00871	-0.004961	-0.001208	0.008442	-0.002146	-0.000672	0.008576	0.003483	-0.001744	0.003751	0.003751	-0.002682	0.008978	0.002679	0.005092	-0.000404	0.006164	-0.000136	0.002947	0.004958	0.010319	0.008174	-0.000806	-0.003218	0.003617	-0.000672	0.009112	-0.002414	-0.001476	0.008576	0.003617	-0.000672	0.008442	0.006566	0.007638	-0.011394	0.010989	0.002679	-0.004827	-0.004425	-0.011394	0.004689	-0.003352	-0.007641	0.0004	0.004421	-0.007507	-0.000672	0.002143	0.004958	-0.006971	0.010051	0.002813	0.004287	-0.00228	0.005092	-0.001208	-0.005229	0.006164	0.003081	-0.001074	0.005494	0.016216	-0.000806	-0.002414	-0.001744	0.000266	0.006164	-0.004559	0.008308	0.004823	-0.002414	0.01635	0.002679	-0.002816	-0.003754	0.002411	0.002947	0.0004	0.001473	0.002947	-0.010188	0.001473	-0.001342	-0.006435	-0.011394	0.004689	0.011391	0.002277	-0.010054	0.009917	-0.002012	0.001607	-0.008446	0.003215	-0.004425	0.008442	0.004019	0.00871	-1.612236E-6	0.003483	0.002277	0.002143
